,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,
,,,,,,1200,0.154674,0.362522,0.2407898,0.10216736,0.1398468,-0.015660175,-0.05145,0.03825576,-0.005875316,0.0347295,0.3793322
,,,,,,1300,0.1564232,0.3626472,0.239066,0.10157036,0.140293,-0.025665518,-0.04863,0.04641776,-0.007429714,0.035305688,0.419709
172,0.15,0.35,0.25,0.15,0.1,1000,0.1582092,0.3600008,0.2324278,0.159671,0.08969142,-0.01173215,-0.03219,0.03827236,-0.022478572,0.02813312,0.361916
,,,,,,1100,0.158826,0.3611124,0.231959,0.1595942,0.08850866,-0.03012788,-0.03566,0.06389626,-0.03606168,0.0379494,0.3762082
,,,,,,1200,0.1546144,0.3592418,0.2403618,0.154821,0.09096076,-0.014300094,-0.0346,0.040254926,-0.023393132,0.03203784,0.390502
,,,,,,1300,0.1556478,0.3604796,0.2391668,0.1551108,0.08959508,-0.029664736,-0.03769,0.05195536,-0.024362028,0.03975762,0.4249126
173,0.1,0.35,0.25,0.15,0.15,1000,0.1076832,0.3634042,0.2275544,0.162907,0.138451,-0.026406662,-0.04788,0.07502076,-0.04728586,0.04654816,0.3918734
,,,,,,1100,0.106618,0.3613396,0.2296854,0.1639502,0.1384068,-0.02641924,-0.04103,0.0839694,-0.05703412,0.0405156,0.4167074
,,,,,,1200,0.1052128,0.3610088,0.2369616,0.157276,0.1395406,-0.015359012,-0.03914,0.044244292,-0.028103094,0.03835884,0.408452
,,,,,,1300,0.1042764,0.3613202,0.237685,0.156907,0.1398114,-0.012079624,-0.03879,0.03904726,-0.02417962,0.03600138,0.41876
174,0.35,0.15,0.25,0.1,0.15,1000,0.4004932,0.1570728,0.1882064,0.1197832,0.1344446,-0.2430586,-0.0264,0.2995406,-0.09548874,0.06540994,0.4232044
,,,,,,1100,0.3842198,0.1561028,0.211495,0.1126726,0.1355094,-0.1401348,-0.02316,0.159575,-0.04942972,0.05315192,0.4089004
,,,,,,1200,0.375295,0.1590594,0.221093,0.1081972,0.1363556,-0.09593216,-0.03585,0.11183076,-0.03405184,0.05400324,0.423166
,,,,,,1300,0.369838,0.1600968,0.2252716,0.1073836,0.1374096,-0.09232648,-0.03786,0.1182036,-0.03605076,0.048032,0.4689098
175,0.35,0.1,0.25,0.15,0.15,1000,0.416641,0.1040606,0.161609,0.1868756,0.130814,-0.2136196,-0.01191,0.2840616,-0.12508,0.06654842,0.4046766
,,,,,,1100,0.407744,0.1042958,0.1754854,0.181573,0.1309022,-0.2087842,-0.0219,0.2753348,-0.11549414,0.0708393,0.4306502
,,,,,,1200,0.3786044,0.1047776,0.2150886,0.1669606,0.1345688,-0.10978946,-0.02071,0.1329188,-0.06372576,0.06130772,0.4311182
,,,,,,1300,0.3773066,0.107545,0.2158454,0.1664446,0.1328588,-0.13038518,-0.02459,0.1685928,-0.0825439,0.06892404,0.5022768
176,0.35,0.15,0.25,0.15,0.1,1000,0.3949706,0.1572978,0.1886824,0.1746202,0.08442898,-0.2079486,-0.02624,0.2905692,-0.118461,0.06207834,0.4160646
,,,,,,1100,0.3940696,0.1561362,0.1926974,0.1727456,0.0843512,-0.2313046,-0.02257,0.3043888,-0.1216068,0.0710934,0.422285
,,,,,,1200,0.3796362,0.1570662,0.212676,0.1646888,0.0859328,-0.12687808,-0.02154,0.1638628,-0.07155638,0.05611338,0.4213256
,,,,,,1300,0.3642182,0.1579716,0.2348986,0.1539532,0.0889586,-0.10810492,-0.02517,0.12334918,-0.03828648,0.04821244,0.4341664
177,0.15,0.25,0.1,0.15,0.35,1000,0.1503952,0.2602682,0.09084376,0.1577208,0.340772,-0.0073288,-0.03924,0.0393288,-0.0261106,0.03334736,0.3878078
,,,,,,1100,0.1495826,0.2619578,0.09170516,0.156022,0.3407328,0.01199756,-0.04912,0.02939698,-0.0187256,0.02645538,0.395407
,,,,,,1200,0.149363,0.2626956,0.09326728,0.1547076,0.3399666,0.005801062,-0.04896,0.0234726,-0.016043158,0.03573402,0.44353
,,,,,,1300,0.1498186,0.2608052,0.09196426,0.157159,0.3402532,0.00122623,-0.03864,0.02838976,-0.024431786,0.03345866,0.4142252
178,0.15,0.25,0.15,0.1,0.35,1000,0.153571,0.2617232,0.1361402,0.1072462,0.3413202,-0.020583094,-0.0442,0.05688028,-0.0261607,0.03406274,0.383978
,,,,,,1100,0.149971,0.2629346,0.1407256,0.1038504,0.3425184,-0.007410776,-0.04436,0.04444536,-0.02368698,0.0310107,0.4306098
,,,,,,1200,0.1503184,0.2621352,0.1409402,0.1041144,0.342492,-0.003985068,-0.04075,0.03019842,-0.011910972,0.026452264,0.400455
,,,,,,1300,0.1487974,0.2624224,0.1435372,0.1041866,0.3410564,0.00573293,-0.03985,0.01964247,-0.016409246,0.03088718,0.422934
179,0.1,0.25,0.15,0.15,0.35,1000,0.1018832,0.261412,0.1356546,0.1596234,0.3414264,-0.005756168,-0.04203,0.04798776,-0.0311857,0.03098724,0.3910092
,,,,,,1100,0.1008921,0.2623428,0.1376374,0.1571782,0.3419498,-0.002287672,-0.04357,0.04868378,-0.028612778,0.025783,0.402899
,,,,,,1200,0.10015336,0.2613924,0.1381478,0.1580826,0.3422234,-0.000283678,-0.03489,0.04239582,-0.03388308,0.026665714,0.3972082
,,,,,,1300,0.0992427,0.263309,0.1421834,0.15614,0.339125,-0.00234817,-0.04286,0.03149686,-0.0258356,0.03954618,0.4313296
180,0.15,0.25,0.1,0.35,0.15,1000,0.158044,0.2558954,0.08070604,0.3717328,0.1336218,-0.03915264,-0.0198,0.08814268,-0.10065738,0.07146802,0.4182444
,,,,,,1100,0.1570258,0.2537472,0.08481816,0.367547,0.136862,-0.03236236,-0.01253,0.0596633,-0.06731828,0.05254538,0.425837
,,,,,,1200,0.1543618,0.2559726,0.0911441,0.3591498,0.1393716,-0.015379532,-0.02622,0.03695708,-0.03656086,0.0412079,0.43445
,,,,,,1300,0.1533034,0.2564776,0.09255268,0.3588276,0.1388388,-0.016528382,-0.02334,0.03618256,-0.04114994,0.04484066,0.4087364
181,0.15,0.25,0.15,0.35,0.1,1000,0.1667682,0.2540574,0.1062604,0.3920114,0.08090268,-0.05650894,-0.00899,0.1594328,-0.1624036,0.06847086,0.3916584
,,,,,,1100,0.1590822,0.255931,0.1265628,0.3712684,0.08715558,-0.03169618,-0.01903,0.09047896,-0.09168022,0.0519299,0.3756208
,,,,,,1200,0.157082,0.2568542,0.1320788,0.3642766,0.08970866,-0.018013088,-0.02682,0.05531848,-0.04338648,0.0328964,0.4465744
,,,,,,1300,0.1533638,0.2559024,0.1380484,0.3632624,0.08942254,-0.007962764,-0.02279,0.03956848,-0.0434896,0.03467684,0.416575
182,0.1,0.25,0.15,0.35,0.15,1000,0.1105362,0.2563328,0.1114638,0.3903722,0.1312948,-0.03845766,-0.01592,0.1401128,-0.1549452,0.06920896,0.385891
,,,,,,1100,0.1065536,0.2550744,0.1268334,0.3753826,0.136156,-0.020997836,-0.01555,0.08578478,-0.1020391,0.05279812,0.3989804
,,,,,,1200,0.1046232,0.2571384,0.1336898,0.368282,0.1362664,-0.011712566,-0.02606,0.04981056,-0.060761358,0.04872046,0.410126
,,,,,,1300,0.1047448,0.2567804,0.1330836,0.3673668,0.1380242,-0.018235758,-0.02574,0.06889384,-0.0760178,0.05110016,0.4401542
183,0.15,0.25,0.35,0.15,0.1,1000,0.1758238,0.263245,0.2991218,0.1780796,0.08372932,-0.1225716,-0.05087,0.2381126,-0.1289392,0.06426906,0.4111612
,,,,,,1100,0.168752,0.2613854,0.3119558,0.1718164,0.0860905,-0.0593293,-0.03507,0.11733484,-0.07377492,0.05084398,0.4020742
,,,,,,1200,0.1608446,0.2611228,0.3299318,0.1607362,0.08736416,-0.04018022,-0.03978,0.08490828,-0.04562642,0.0406806,0.3998846
,,,,,,1300,0.158495,0.2598884,0.3341724,0.1587904,0.08865372,-0.03150324,-0.03944,0.05904476,-0.0302548,0.04215584,0.4196342
184,0.15,0.25,0.35,0.1,0.15,1000,0.1630556,0.2634276,0.3221226,0.112095,0.139299,-0.07401708,-0.0577,0.1531426,-0.06704938,0.0456226,0.449252
,,,,,,1100,0.1630734,0.2635386,0.3248158,0.1112446,0.1373274,-0.05720514,-0.05221,0.1157976,-0.0514475,0.04506306,0.3965704
,,,,,,1200,0.1584108,0.2605002,0.334705,0.1070328,0.1393514,-0.04037686,-0.04159,0.0748067,-0.03402378,0.04118212,0.3981324
,,,,,,1300,0.1588798,0.260722,0.3329452,0.1083648,0.1390886,-0.04250346,-0.0417,0.08245326,-0.03965506,0.04140944,0.42109
185,0.1,0.25,0.35,0.15,0.15,1000,0.1180524,0.2659554,0.3002142,0.1812176,0.1345608,-0.06735268,-0.06268,0.1991854,-0.1253624,0.05621084,0.4230014
,,,,,,1100,0.1112214,0.2631334,0.318541,0.1691242,0.1379802,-0.04935252,-0.04875,0.1330404,-0.08461518,0.04967944,0.4208632
,,,,,,1200,0.1056976,0.2603816,0.3329708,0.1606648,0.1402846,-0.01471985,-0.04248,0.06314854,-0.04023657,0.03428972,0.3893802
,,,,,,1300,0.10205908,0.2615522,0.3390106,0.1585678,0.1388108,-0.01446346,-0.04252,0.059283,-0.04359028,0.041286234,0.4314776
186,0.35,0.25,0.1,0.15,0.15,1000,0.3529984,0.2582852,0.0950367,0.1536854,0.1399944,-0.02188972,-0.02811,0.03152431,-0.026389526,0.04486334,0.3889034
,,,,,,1100,0.3505164,0.2602268,0.09587224,0.1518808,0.1415036,0.000190736,-0.0298,0.01150114,-0.009379768,0.02748444,0.3663828
,,,,,,1200,0.3544394,0.260226,0.09537728,0.1510798,0.1388776,-0.019863092,-0.03753,0.023132118,-0.009209564,0.04347022,0.4033278
,,,,,,1300,0.3496514,0.2614772,0.09767326,0.1503106,0.1408876,-0.00326095,-0.04113,0.010381082,-0.00112858,0.035135934,0.42038
187,0.35,0.25,0.15,0.1,0.15,1000,0.365746,0.2571982,0.1337876,0.1049054,0.138363,-0.04014274,-0.03325,0.04661688,-0.012992122,0.03976324,0.397489
,,,,,,1100,0.3588754,0.2598084,0.1404666,0.1021312,0.1387188,-0.03009038,-0.02904,0.0343556,-0.013375362,0.03815382,0.3889122
,,,,,,1200,0.3533288,0.2615502,0.1442046,0.10115374,0.1397626,-0.014017468,-0.047,0.022820782,-0.002190715,0.04038852,0.3966574
,,,,,,1300,0.3544322,0.2619428,0.1422882,0.10334,0.1379964,-0.026028292,-0.04164,0.04131798,-0.016311156,0.04266328,0.454547
188,0.35,0.25,0.15,0.15,0.1,1000,0.3600068,0.257765,0.1362676,0.1552232,0.09073716,-0.062586,-0.01738,0.07565012,-0.037235572,0.04155164,0.3780446
,,,,,,1100,0.354308,0.2596842,0.1429866,0.151772,0.09124908,-0.021561688,-0.03658,0.03730504,-0.012950602,0.0337887,0.3872624
,,,,,,1200,0.3560776,0.2586848,0.1430026,0.1522628,0.08997196,-0.02999436,-0.02548,0.03178672,-0.011918306,0.03560306,0.3850592
,,,,,,1300,0.3578472,0.2576854,0.1430186,0.1527536,0.08869484,-0.038427032,-0.01437,0.0262684,-0.01088601,0.03741742,0.382856
189,0.25,0.15,0.1,0.15,0.35,1000,0.2565086,0.1592212,0.08796826,0.1588056,0.3374962,-0.027637125,-0.03253,0.04959034,-0.03299008,0.04356606,0.4130146
,,,,,,1100,0.2542812,0.1602766,0.09000826,0.157371,0.3380628,-0.014001354,-0.03677,0.03457752,-0.02790548,0.0440953,0.4055902
,,,,,,1200,0.2516254,0.1592874,0.09186884,0.159462,0.3377568,-0.008843386,-0.03036,0.0310082,-0.03824822,0.04644008,0.4362966
,,,,,,1300,0.2496162,0.160302,0.09535936,0.1575514,0.3371714,0.006859554,-0.04489,0.01429822,-0.0284098,0.05214406,0.5113836
190,0.25,0.15,0.15,0.1,0.35,1000,0.2629076,0.1588308,0.1302166,0.109825,0.3382202,-0.0593055,-0.03238,0.0881113,-0.0423928,0.04596318,0.413155
,,,,,,1100,0.2580858,0.158562,0.1360352,0.1072054,0.3401116,-0.03079948,-0.03428,0.05622578,-0.02650154,0.03535082,0.4191938
,,,,,,1200,0.2593814,0.15993,0.1344002,0.1080054,0.3382828,-0.03551644,-0.03436,0.05624104,-0.03224362,0.04587804,0.4451848
,,,,,,1300,0.2513008,0.160949,0.1442606,0.1042784,0.3392112,-0.014140552,-0.03966,0.03369786,-0.021909674,0.0420081,0.4670594
191,0.25,0.1,0.15,0.15,0.35,1000,0.2655066,0.1063906,0.1247672,0.1679378,0.335398,-0.061115,-0.02244,0.1009415,-0.0699937,0.05260934,0.448105
,,,,,,1100,0.261527,0.1064304,0.1326744,0.1632958,0.3360726,-0.03669986,-0.02432,0.06447082,-0.04745614,0.04400698,0.436681
,,,,,,1200,0.2564926,0.1079706,0.1358534,0.1614032,0.3382802,-0.02281392,-0.03068,0.05161566,-0.04075194,0.0426269,0.4393816
,,,,,,1300,0.2549708,0.109649,0.1371368,0.1625562,0.3356874,-0.002777942,-0.03969,0.03986054,-0.04861802,0.05122094,0.4852104
192,0.25,0.15,0.1,0.35,0.15,1000,0.2630058,0.1523264,0.07577542,0.3742716,0.1346204,-0.05240334,-0.00989,0.10849326,-0.10229524,0.05609276,0.4036796
,,,,,,1100,0.259552,0.1533722,0.08392838,0.3682672,0.13488,-0.052240588,-0.00721,0.07758092,-0.08428498,0.06615284,0.4150642
,,,,,,1200,0.2558308,0.1540726,0.08857542,0.3631012,0.1384198,-0.017397004,-0.01289,0.04177886,-0.05617288,0.04468274,0.4252196
,,,,,,1300,0.2513974,0.1545078,0.09251776,0.361803,0.139774,0.005422256,-0.01411,0.017970048,-0.0356059,0.026324982,0.3969924
193,0.25,0.15,0.15,0.35,0.1,1000,0.276649,0.1524716,0.10040634,0.3914214,0.07905146,-0.07443802,-0.00528,0.1346726,-0.124045,0.06909138,0.394347
,,,,,,1100,0.2702522,0.1522954,0.1125038,0.3829876,0.08196088,-0.0529177,-0.00731,0.09817824,-0.09435636,0.0564069,0.4350188
,,,,,,1200,0.261865,0.1527634,0.1279944,0.3697934,0.08758396,-0.04888072,-0.00588,0.0966271,-0.08943494,0.0475672,0.437536
,,,,,,1300,0.2562404,0.155185,0.1379706,0.361991,0.08861352,-0.023616346,-0.0178,0.03402568,-0.03254052,0.0399313,0.444081
194,0.25,0.1,0.15,0.35,0.15,1000,0.2826712,0.10004412,0.08544334,0.4075522,0.1242896,-0.1344584,-0.00118,0.2713526,-0.2415072,0.10578978,0.4260924
,,,,,,1100,0.2701514,0.10299586,0.1085756,0.3898358,0.1284414,-0.08790668,-0.00991,0.1795144,-0.173792,0.09209366,0.4164304
,,,,,,1200,0.263293,0.1041296,0.1229696,0.3765192,0.133089,-0.04703574,-0.01154,0.09585184,-0.09630042,0.05902272,0.4218722
,,,,,,1300,0.2620574,0.1011628,0.12729,0.3763526,0.133137,-0.05413074,-0.00047,0.0965976,-0.1101802,0.0681832,0.4606982
195,0.25,0.15,0.35,0.15,0.1,1000,0.3153344,0.161744,0.246656,0.1956754,0.08059002,-0.3311024,-0.05125,0.5245874,-0.2248908,0.0826515,0.4442682
,,,,,,1100,0.2910674,0.158499,0.2852794,0.1795914,0.08556232,-0.1858856,-0.03133,0.2971886,-0.1415754,0.06159934,0.4271708
,,,,,,1200,0.2786384,0.158205,0.305775,0.1721468,0.08523452,-0.12997774,-0.03395,0.2087278,-0.10010098,0.05530134,0.4337428
,,,,,,1300,0.2845968,0.1576546,0.3023452,0.1716976,0.08370596,-0.1386184,-0.02571,0.2023398,-0.09824972,0.06023714,0.4738672
196,0.25,0.15,0.35,0.1,0.15,1000,0.3075182,0.1597506,0.2698246,0.129074,0.1338328,-0.2434424,-0.03023,0.3365046,-0.1264702,0.06363768,0.422714
,,,,,,1100,0.2926234,0.1588728,0.290617,0.1233996,0.134487,-0.2013252,-0.03438,0.2842732,-0.1113916,0.0628204,0.4366918
,,,,,,1200,0.2800538,0.1586254,0.3100592,0.1147414,0.13652,-0.1559768,-0.03245,0.2065628,-0.0709187,0.05277778,0.4275366
,,,,,,1300,0.2773836,0.161071,0.311954,0.1142152,0.1353764,-0.12076346,-0.04161,0.166856,-0.05941398,0.05492956,0.4753896
197,0.25,0.1,0.35,0.15,0.15,1000,0.3208974,0.1099662,0.2375054,0.2017868,0.1298448,-0.3056138,-0.03855,0.484251,-0.2185776,0.07849134,0.4546232
,,,,,,1100,0.3079938,0.1066632,0.259202,0.1945738,0.1315672,-0.2604434,-0.02325,0.4090786,-0.1972758,0.07188616,0.4598086
,,,,,,1200,0.2982864,0.1077798,0.2777758,0.1847654,0.1313926,-0.2231766,-0.02778,0.3348738,-0.1588142,0.07489592,0.4548244
,,,,,,1300,0.2867166,0.1081424,0.2934568,0.1766252,0.1350592,-0.1530924,-0.03273,0.2418792,-0.11170992,0.055648,0.4713148
198,0.25,0.35,0.1,0.15,0.15,1000,0.2562696,0.3583744,0.09144922,0.1533272,0.1405794,-0.017028462,-0.03213,0.03027674,-0.014750042,0.03363277,0.37974
,,,,,,1100,0.2533992,0.3601366,0.09508302,0.1509728,0.1404086,-0.014180656,-0.03586,0.019513932,-0.001824906,0.0323487,0.377951
,,,,,,1200,0.2521816,0.3600844,0.09418168,0.153574,0.1399786,-0.00975907,-0.03224,0.019989584,-0.018023126,0.04003334,0.3726946
,,,,,,1300,0.2505832,0.360249,0.09685182,0.1507224,0.1415932,-0.008631102,-0.03433,0.02236152,-0.008135628,0.028731418,0.3704746
199,0.25,0.35,0.15,0.1,0.15,1000,0.2612748,0.358722,0.1359268,0.1060464,0.13803,-0.03850184,-0.03205,0.05436074,-0.027226062,0.04341996,0.3796014
,,,,,,1100,0.2563552,0.3611864,0.1409412,0.1024574,0.1390594,-0.03202239,-0.03631,0.03978212,-0.017081608,0.04563372,0.3734748
,,,,,,1200,0.253744,0.361746,0.1431752,0.1011222,0.1402124,-0.022031487,-0.04503,0.036799274,-0.00686062,0.0371261,0.3875164
,,,,,,1300,0.25654,0.35957,0.140677,0.1022676,0.1409454,-0.02353496,-0.03282,0.0286971,-0.006020536,0.03368292,0.4054616
200,0.25,0.35,0.15,0.15,0.1,1000,0.2622092,0.3578276,0.1341298,0.1555774,0.09025542,-0.04804374,-0.02888,0.0667078,-0.025381744,0.03560268,0.3882486
,,,,,,1100,0.2545484,0.3598914,0.141057,0.1526102,0.09189328,-0.011484462,-0.04243,0.036265262,-0.013811126,0.03146128,0.3835068
,,,,,,1200,0.25317,0.3617054,0.1442172,0.1501542,0.09075328,0.009626246,-0.05083,0.00175375,0.009825623,0.0296251,0.397854
,,,,,,1300,0.2514714,0.3597728,0.1473036,0.1492432,0.09220932,-0.009742056,-0.03668,0.021248062,-0.00448397,0.02965696,0.3998982
201,0.15,0.15,0.1,0.35,0.25,1000,0.1576904,0.1544458,0.07542474,0.381528,0.2309114,-0.03086922,-0.01349,0.09290092,-0.11984998,0.07130456,0.399632
,,,,,,1100,0.1546674,0.1544624,0.08330436,0.3729404,0.234625,-0.016733748,-0.01518,0.0570093,-0.07857526,0.0534765,0.3814306
,,,,,,1200,0.155703,0.1539168,0.08574234,0.3674802,0.2371576,-0.017201608,-0.01286,0.05311958,-0.06766252,0.04460328,0.3981904
,,,,,,1300,0.1515246,0.1576004,0.08905264,0.365141,0.2366812,0.000154322,-0.03364,0.0462754,-0.06446172,0.05167426,0.4669166
202,0.15,0.1,0.15,0.35,0.25,1000,0.1666656,0.102751,0.10424568,0.4004658,0.2258712,-0.0646279,-0.00551,0.1684492,-0.1900174,0.0917045,0.457538
,,,,,,1100,0.1622882,0.1039342,0.1181958,0.3863506,0.2292316,-0.05692104,-0.01174,0.1294154,-0.1475368,0.08678356,0.4492832
,,,,,,1200,0.1567818,0.1056864,0.1267904,0.3769466,0.2337944,-0.022704104,-0.0167,0.07535674,-0.09457122,0.0586223,0.4300052
,,,,,,1300,0.1546258,0.1042058,0.1331854,0.3722258,0.235757,-0.015275306,-0.01659,0.06080118,-0.08232446,0.05339288,0.435823
203,0.1,0.15,0.15,0.35,0.25,1000,0.1085414,0.1559858,0.1132418,0.3927216,0.2295096,-0.03270028,-0.02038,0.1396978,-0.1655346,0.07891418,0.4429144
,,,,,,1100,0.1059652,0.1549902,0.1207112,0.3845776,0.2337554,-0.018741574,-0.01946,0.11122124,-0.1247746,0.05175844,0.4232096
,,,,,,1200,0.10216714,0.1562752,0.1327648,0.3708088,0.237984,-0.004862944,-0.02436,0.06469764,-0.07602198,0.04054374,0.4293104
,,,,,,1300,0.10195212,0.156969,0.1327224,0.3741564,0.2341998,-0.008226488,-0.02205,0.0621827,-0.08663366,0.05472904,0.4397258
204,0.15,0.15,0.25,0.35,0.1,1000,0.191647,0.161986,0.1302554,0.4473318,0.06877988,-0.1489992,-0.03977,0.4181482,-0.344213,0.1148382,0.4778896
,,,,,,1100,0.1834004,0.1570864,0.158109,0.4265836,0.07482054,-0.1283642,-0.02381,0.3498174,-0.2931368,0.0954902,0.4234584
,,,,,,1200,0.1745118,0.1567928,0.1810748,0.4098706,0.0777505,-0.08737312,-0.01903,0.2500048,-0.2238522,0.0802508,0.4060984
,,,,,,1300,0.1655212,0.156699,0.207342,0.3858862,0.08455172,-0.0498849,-0.02153,0.138923,-0.1248988,0.0573895,0.44055
205,0.15,0.1,0.25,0.35,0.15,1000,0.195853,0.1057972,0.122534,0.4624954,0.11332,-0.2020344,-0.02638,0.5635682,-0.486393,0.151242,0.4929496
,,,,,,1100,0.1860688,0.1052846,0.1490896,0.439987,0.1195704,-0.1523098,-0.02204,0.4350164,-0.3854064,0.1247384,0.4681038
,,,,,,1200,0.1745822,0.1053734,0.1786198,0.416149,0.1252754,-0.1032764,-0.01798,0.2985554,-0.2777768,0.10047694,0.4638862
,,,,,,1300,0.1660956,0.1043814,0.2072208,0.3892636,0.1330388,-0.0725139,-0.01014,0.1872952,-0.1699614,0.06531836,0.4743844
206,0.1,0.15,0.25,0.35,0.15,1000,0.1268814,0.1609068,0.1504618,0.4417718,0.1199782,-0.10359282,-0.04124,0.3878352,-0.3573468,0.11434578,0.441731
,,,,,,1100,0.121038,0.1592052,0.1721858,0.423799,0.1237718,-0.07482676,-0.03251,0.2804382,-0.2689866,0.09588562,0.4238428
,,,,,,1200,0.1133286,0.1583608,0.1990596,0.3984336,0.1308174,-0.04723188,-0.02918,0.1951556,-0.1925256,0.07377904,0.4325512
,,,,,,1300,0.1097314,0.1573936,0.2128068,0.3882708,0.1317972,-0.04026034,-0.02792,0.1574866,-0.1610318,0.07172578,0.438849
207,0.15,0.25,0.1,0.35,0.15,1000,0.157542,0.2537048,0.08021456,0.3721806,0.1363582,-0.02310034,-0.01243,0.06481004,-0.07625826,0.0469763,0.3840546
,,,,,,1100,0.154335,0.256257,0.08723196,0.363642,0.1385342,-0.009941735,-0.02093,0.04199826,-0.0476015,0.03647358,0.4079476
,,,,,,1200,0.1526234,0.2559032,0.08904622,0.3642424,0.1381848,-0.002415956,-0.02032,0.03303784,-0.04814966,0.03785254,0.4193204
,,,,,,1300,0.1506718,0.2567882,0.0919266,0.3601038,0.1405096,0.00264306,-0.02553,0.03261308,-0.0425449,0.032820306,0.405176
208,0.15,0.25,0.15,0.35,0.1,1000,0.1638954,0.254314,0.1133184,0.3862452,0.08222708,-0.04957778,-0.01338,0.1422512,-0.1448716,0.06557854,0.3957958
,,,,,,1100,0.1576384,0.254356,0.1272964,0.3728334,0.08787566,-0.03249914,-0.01619,0.10103384,-0.10317568,0.05083304,0.4090806
,,,,,,1200,0.1549724,0.2545926,0.1380574,0.3614514,0.09092614,-0.010894142,-0.01384,0.04347642,-0.05063956,0.03190026,0.3972326
,,,,,,1300,0.1531562,0.2575218,0.1379818,0.3604618,0.09087884,-0.006360246,-0.03116,0.03880516,-0.03393348,0.0326496,0.3805154
209,0.1,0.25,0.15,0.35,0.15,1000,0.1095764,0.2575198,0.113264,0.3883692,0.1312706,-0.04169244,-0.0257,0.158984,-0.1657626,0.0741748,0.4055236
,,,,,,1100,0.1051142,0.2578972,0.1260436,0.3748126,0.1361318,-0.014176658,-0.02836,0.0875897,-0.09569034,0.0506417,0.4044868
,,,,,,1200,0.106518,0.2561162,0.1284692,0.3725072,0.1363898,-0.020663426,-0.02172,0.0782298,-0.0854329,0.0495853,0.4077808
,,,,,,1300,0.10250564,0.2570962,0.1364022,0.3659588,0.1380372,-0.001241974,-0.02789,0.04463216,-0.05821238,0.0427082,0.4338324
210,0.25,0.15,0.1,0.35,0.15,1000,0.2619228,0.1525434,0.07723304,0.3748228,0.133478,-0.03682312,-0.01387,0.0866093,-0.09818076,0.06226876,0.4194026
,,,,,,1100,0.2572574,0.1533012,0.08567052,0.3667464,0.1370244,-0.0281506,-0.01687,0.06094994,-0.06484418,0.04891812,0.419246
,,,,,,1200,0.254409,0.1548614,0.09007652,0.3620654,0.1385876,-0.016934682,-0.01749,0.0340515,-0.04280216,0.0431785,0.4380314
,,,,,,1300,0.2545182,0.155397,0.09040922,0.3598212,0.1398542,-0.017181452,-0.01952,0.03475074,-0.03608548,0.03803894,0.428665
211,0.25,0.1,0.15,0.35,0.15,1000,0.2825672,0.1026787,0.08451264,0.4063518,0.1238898,-0.128548,-0.00915,0.2543358,-0.2191694,0.10253052,0.453109
,,,,,,1100,0.2672692,0.1037276,0.1129456,0.3842866,0.1317708,-0.06457294,-0.01622,0.1469418,-0.1330874,0.06693546,0.4281772
,,,,,,1200,0.2635396,0.10282568,0.1234806,0.3754834,0.1346704,-0.05020262,-0.00894,0.09425966,-0.09263952,0.05752232,0.4180266
,,,,,,1300,0.2599158,0.1039294,0.1291004,0.3714658,0.135588,-0.04528904,-0.01445,0.09747236,-0.09833906,0.0606022,0.4480234
212,0.25,0.15,0.15,0.35,0.1,1000,0.27757,0.1520636,0.09448238,0.395619,0.08026546,-0.1241774,-0.00438,0.2535536,-0.2084032,0.083408,0.440152
,,,,,,1100,0.2661622,0.1530828,0.1179174,0.3777528,0.0850844,-0.03590956,-0.00919,0.07742092,-0.07568832,0.04336434,0.4206302
,,,,,,1200,0.2613074,0.1537022,0.1271204,0.3710864,0.08678352,-0.04336526,-0.01673,0.09455124,-0.08451484,0.0500557,0.4292268
,,,,,,1300,0.2559148,0.1546244,0.1400666,0.3590236,0.09037016,-0.013556284,-0.01755,0.03099356,-0.03285514,0.03296482,0.4089522
213,0.15,0.15,0.35,0.1,0.25,1000,0.1682028,0.1607038,0.311829,0.1190806,0.2401838,-0.08728144,-0.03931,0.175477,-0.08604732,0.03716126,0.4074334
,,,,,,1100,0.1606844,0.161139,0.3256604,0.1127768,0.239739,-0.05538068,-0.04115,0.1165822,-0.0616105,0.04156122,0.447198
,,,,,,1200,0.1586132,0.1601664,0.3312484,0.1105426,0.2394294,-0.03166072,-0.03926,0.07830382,-0.0432949,0.03591576,0.4475068
,,,,,,1300,0.1538182,0.1599068,0.3377132,0.1083814,0.2401802,-0.018462868,-0.03496,0.0613508,-0.03956464,0.031640888,0.4343174
214,0.15,0.1,0.35,0.15,0.25,1000,0.183324,0.1101606,0.2789934,0.1922992,0.2352228,-0.1495874,-0.04641,0.3250806,-0.1836586,0.05457632,0.4599138
,,,,,,1100,0.1750076,0.1094068,0.2966588,0.180573,0.2383538,-0.1208372,-0.03547,0.2604016,-0.1447394,0.04065004,0.4686148
,,,,,,1200,0.1666228,0.108985,0.3141888,0.1730638,0.2371398,-0.06768518,-0.02998,0.1408124,-0.09183866,0.04868912,0.4485948
,,,,,,1300,0.1576304,0.1075278,0.3310244,0.1644898,0.239327,-0.03931236,-0.03283,0.09419632,-0.0677371,0.04568042,0.5203468
