,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,
,,,,,,1200,0.10158288,0.3130876,0.187207,0.1057882,0.2923342,-0.01016068,-0.04428,0.05149096,-0.0266326,0.02958576,0.416711
,,,,,,1300,0.09974046,0.3160364,0.1881326,0.1060166,0.2900742,-0.00247638,-0.0604,0.05130632,-0.02332162,0.03488724,0.4229228
85,0.1,0.3,0.2,0.3,0.1,1000,0.1136498,0.3094294,0.1579042,0.3341252,0.0848914,-0.05880828,-0.0394,0.1888962,-0.1527386,0.06205282,0.401384
,,,,,,1100,0.1060958,0.3066794,0.1794398,0.3189302,0.08885472,-0.013901944,-0.02754,0.07057812,-0.06615654,0.03701936,0.3981926
,,,,,,1200,0.1058466,0.3065424,0.1822622,0.3167198,0.08862908,-0.025185116,-0.02203,0.07609862,-0.07158144,0.04269678,0.4027644
,,,,,,1300,0.1040308,0.3090662,0.1836598,0.3136674,0.0895758,-0.010855618,-0.03471,0.05382608,-0.04247644,0.034213,0.407119
86,0.1,0.2,0.1,0.3,0.3,1000,0.10467214,0.2072956,0.08131752,0.3218944,0.2848206,-0.01945462,-0.02527,0.07107992,-0.08019254,0.05384206,0.4153112
,,,,,,1100,0.10057906,0.206905,0.08852414,0.3163484,0.2876436,-0.002276884,-0.0258,0.04679516,-0.06456378,0.04584855,0.4117072
,,,,,,1200,0.102473,0.2076512,0.086261,0.3172884,0.2863266,-0.011189902,-0.02865,0.05961994,-0.0712681,0.05148502,0.4283156
,,,,,,1300,0.10098254,0.2072234,0.09150042,0.3121492,0.2881444,-0.000984372,-0.02477,0.03061818,-0.04804324,0.04317684,0.4362504
87,0.1,0.2,0.3,0.1,0.3,1000,0.1062812,0.2119572,0.2799202,0.110238,0.2916032,-0.03503352,-0.0452,0.10001918,-0.0523031,0.0325155,0.4002044
,,,,,,1100,0.1039018,0.2124378,0.2823202,0.1087552,0.2925846,-0.016456476,-0.05309,0.085886,-0.03995466,0.02361598,0.4253832
,,,,,,1200,0.10255284,0.2140734,0.2828996,0.1093712,0.2911026,-0.008623856,-0.05339,0.06802284,-0.03498448,0.028972816,0.4475818
,,,,,,1300,0.10079116,0.21371,0.289685,0.1062694,0.2895438,0.001189696,-0.05463,0.04174812,-0.0235972,0.03528904,0.4353984
88,0.1,0.2,0.3,0.3,0.1,1000,0.1293254,0.2202418,0.1900472,0.3866512,0.07373462,-0.1191548,-0.06384,0.4634034,-0.3644674,0.10405978,0.4326728
,,,,,,1100,0.1200628,0.2133694,0.2244626,0.3631852,0.07892006,-0.09424914,-0.05829,0.3568786,-0.2913456,0.08700422,0.4403904
,,,,,,1200,0.1138686,0.2103032,0.2508558,0.3418892,0.08308372,-0.04923636,-0.0373,0.1827394,-0.1556216,0.05942044,0.4195848
,,,,,,1300,0.102129,0.2079954,0.2875148,0.3115006,0.09086038,-0.01309409,-0.02804,0.0513748,-0.04256234,0.03232148,0.426238
89,0.2,0.1,0.1,0.3,0.3,1000,0.206256,0.1033448,0.08331236,0.3241044,0.2829824,-0.02651566,-0.00996,0.06904174,-0.0944972,0.06192806,0.4056666
,,,,,,1100,0.1919696,0.1275752,0.10415588,0.334383,0.24191694,-0.043953965,-0.02563,0.14809794,-0.13995954,0.06145048,0.417705
,,,,,,1200,0.1988733,0.1169198,0.09517203,0.3265688,0.26246637,-0.031877498,-0.02403,0.10063373,-0.10647603,0.06174943,0.4358436
,,,,,,1300,0.205777,0.1062644,0.08618818,0.3187546,0.2830158,-0.019801032,-0.02242,0.05316952,-0.07299252,0.06204838,0.4539822
90,0.2,0.1,0.3,0.1,0.3,1000,0.227945,0.1090072,0.2500242,0.1224248,0.2905992,-0.11095266,-0.0271,0.1911866,-0.0887955,0.03566606,0.4325236
,,,,,,1100,0.219697,0.1086248,0.266391,0.1157392,0.2895478,-0.0852651,-0.03148,0.1463072,-0.06784042,0.0382799,0.4778974
,,,,,,1200,0.2116978,0.109036,0.2783598,0.1120278,0.2888786,-0.04259148,-0.02957,0.08002138,-0.0441661,0.0363032,0.4354086
,,,,,,1300,0.2112238,0.1097822,0.2806916,0.1101156,0.2881872,-0.051631,-0.0332,0.08561762,-0.04315986,0.0423747,0.5016018
91,0.2,0.1,0.3,0.3,0.1,1000,0.2630434,0.1084868,0.1574056,0.4032962,0.06776812,-0.2881674,-0.03813,0.6527814,-0.461742,0.135262,0.5117776
,,,,,,1100,0.2543772,0.1083516,0.1783888,0.386715,0.07216728,-0.265023,-0.0393,0.6015662,-0.4179048,0.1206568,0.5070194
,,,,,,1200,0.2371102,0.105184,0.2185508,0.3611694,0.07798544,-0.1554682,-0.01913,0.3402678,-0.2538058,0.08813418,0.4550266
,,,,,,1300,0.2311578,0.1056008,0.231176,0.3508728,0.08119202,-0.1520208,-0.02053,0.3338268,-0.240511,0.07923566,0.4691152
92,0.05,0.05,0.35,0.35,0.2,1000,0.06800064,0.05502454,0.252898,0.4572762,0.1668002,-0.07086842,-0.01928,0.3977804,-0.441251,0.133615,0.5050118
,,,,,,1100,0.06976764,0.05824958,0.2319238,0.4724144,0.1676448,-0.0760831,-0.03018,0.4683944,-0.4831352,0.1210028,0.4750592
,,,,,,1200,0.06408088,0.05544506,0.266704,0.4395222,0.1742482,-0.05197158,-0.01653,0.298667,-0.3274034,0.09723672,0.4948124
,,,,,,1300,0.05851734,0.05460754,0.2967016,0.4117764,0.1783976,-0.03435326,-0.01751,0.2210866,-0.254614,0.08539578,0.487122
93,0.05,0.35,0.05,0.35,0.2,1000,0.05155662,0.3565348,0.0416684,0.3606336,0.1896068,-0.004057048,-0.02219,0.02628448,-0.0377457,0.03771217,0.3800556
,,,,,,1100,0.0506431,0.356026,0.04338598,0.3591636,0.1907808,-0.003534444,-0.0214,0.02422024,-0.029748632,0.030465366,0.3887946
,,,,,,1200,0.05061354,0.3569008,0.04445998,0.3556008,0.192425,-0.001769584,-0.0178,0.02065956,-0.026826548,0.02573632,0.4155626
,,,,,,1300,0.05010624,0.3586376,0.04531894,0.353909,0.1920286,-0.000659362,-0.02586,0.015314598,-0.015964752,0.02717354,0.3989478
94,0.05,0.35,0.35,0.05,0.2,1000,0.05223772,0.365223,0.338256,0.05265106,0.1916324,-0.007134528,-0.0599,0.0541167,-0.014889954,0.02780324,0.3959638
,,,,,,1100,0.05039518,0.3634166,0.3426008,0.0521046,0.191483,-0.002449361,-0.04955,0.0290344,-0.009727168,0.03269542,0.3832784
,,,,,,1200,0.04982924,0.3605442,0.3465046,0.05198156,0.1911402,0.002964386,-0.03371,0.004007868,-0.005664978,0.03240366,0.3733006
,,,,,,1300,0.050593,0.361658,0.3456836,0.05112224,0.1909428,-0.001360247,-0.0408,0.0156985,-0.004449345,0.03090696,0.3818704
95,0.05,0.05,0.35,0.2,0.35,1000,0.05973642,0.0561493,0.3018844,0.2414918,0.340738,-0.0409956,-0.02453,0.1988266,-0.1650322,0.031730098,0.4976292
,,,,,,1100,0.05225444,0.0542488,0.324187,0.2253414,0.3439686,-0.010198699,-0.01395,0.10321056,-0.0986893,0.019622588,0.439717
,,,,,,1200,0.05289758,0.05496584,0.3279176,0.2228396,0.3413796,-0.008799888,-0.02264,0.09452482,-0.08904738,0.025957957,0.4607494
,,,,,,1300,0.05116228,0.0546276,0.3330642,0.2211436,0.3400024,-0.005821369,-0.01748,0.07373016,-0.09181408,0.04138472,0.4877156
96,0.05,0.35,0.05,0.2,0.35,1000,0.0488674,0.358639,0.04299116,0.2072752,0.3422268,0.006570878,-0.0345,0.02619452,-0.02724395,0.0289811,0.3726928
,,,,,,1100,0.04942568,0.3586868,0.04492988,0.2055248,0.3414326,-0.000157873,-0.02672,0.017944564,-0.024996958,0.03393476,0.3799088
,,,,,,1200,0.04978598,0.3601992,0.04562532,0.2030924,0.3412968,0.007313072,-0.03276,0.013955194,-0.01234926,0.023842542,0.370671
,,,,,,1300,0.04871402,0.3611966,0.04507598,0.2050986,0.3399146,0.00349789,-0.03939,0.021169634,-0.01794543,0.03267172,0.4271022
97,0.05,0.35,0.35,0.2,0.05,1000,0.052882,0.357467,0.342043,0.2052236,0.04238424,-0.016412911,-0.02928,0.048060328,-0.032691596,0.03032226,0.3948684
,,,,,,1100,0.05064482,0.357973,0.3508564,0.1968462,0.04367912,-0.004968616,-0.0301,-0.007265892,0.019037904,0.02329834,0.3770958
,,,,,,1200,0.05124222,0.3559008,0.3490918,0.1996844,0.04408106,-0.005694943,-0.02792,0.01363966,0.000582336,0.01939768,0.3679973
,,,,,,1300,0.04955042,0.356109,0.3566784,0.1938256,0.0438372,0.007562964,-0.01736,-0.04796636,0.04182214,0.015944788,0.3588988
98,0.05,0.05,0.2,0.35,0.35,1000,0.0566516,0.0542556,0.1510038,0.4050034,0.3330852,-0.01991033,-0.01565,0.1864486,-0.2097856,0.0588934,0.4728896
,,,,,,1100,0.05538414,0.05318132,0.1668816,0.390209,0.3343434,-0.01823702,-0.01112,0.1180926,-0.1436274,0.05489276,0.4274136
,,,,,,1200,0.05298516,0.05333286,0.177046,0.37965,0.3369858,-0.01119594,-0.0132,0.08736988,-0.1114571,0.04848768,0.4411976
,,,,,,1300,0.05233536,0.05353476,0.1812458,0.3778554,0.3350288,-0.008376192,-0.01483,0.07069718,-0.10142002,0.05392626,0.4429824
99,0.05,0.35,0.2,0.05,0.35,1000,0.05068562,0.3627678,0.1878728,0.05247914,0.3461948,0.000652978,-0.04002,0.04283198,-0.01000738,0.006542308,0.3701526
,,,,,,1100,0.04941406,0.3644982,0.189961,0.0524973,0.3436298,0.004983893,-0.05711,0.04421592,-0.011041109,0.01894932,0.4098586
,,,,,,1200,0.05083788,0.3639952,0.1901502,0.0513132,0.3437034,-0.002257958,-0.05439,0.03909082,-0.001240901,0.018801974,0.3957418
,,,,,,1300,0.05000908,0.3621214,0.1925346,0.05181898,0.343516,0.002949208,-0.05081,0.03283552,-0.007769666,0.022793664,0.4265766
100,0.05,0.35,0.2,0.35,0.05,1000,0.05284226,0.3570884,0.1828702,0.3650294,0.0421695,-0.008350505,-0.025,0.05308754,-0.04150794,0.02177326,0.3789352
,,,,,,1100,0.05287502,0.3573182,0.1835426,0.364028,0.04223614,-0.012371708,-0.02825,0.07593172,-0.0675846,0.0322711,0.3878046
,,,,,,1200,0.05206732,0.3547432,0.193999,0.3527904,0.04640004,-0.005918888,-0.01158,0.01486436,-0.007853894,0.010488226,0.3651712
,,,,,,1300,0.05145162,0.3559554,0.1949844,0.3521514,0.0454571,-0.002778496,-0.0248,0.023786094,-0.015805232,0.019601422,0.3781092
101,0.05,0.2,0.05,0.35,0.35,1000,0.05091872,0.2063176,0.04200692,0.3622656,0.338491,-0.003550213,-0.02275,0.03691752,-0.04903988,0.0384222,0.4047728
,,,,,,1100,0.05051228,0.2061318,0.04392112,0.3598968,0.3395382,0.001570588,-0.02332,0.02420918,-0.04121312,0.03874838,0.4034808
,,,,,,1200,0.05032302,0.2054878,0.04535336,0.3615332,0.3373024,0.001600836,-0.0195,0.01882436,-0.04741614,0.0464936,0.4052604
,,,,,,1300,0.05039326,0.2055946,0.0457872,0.3589338,0.3392912,-0.001009668,-0.01669,0.01708401,-0.03862414,0.0392439,0.4488008
102,0.05,0.2,0.35,0.05,0.35,1000,0.04986198,0.213903,0.3368096,0.05382688,0.3455984,-0.000540134,-0.04508,0.04488782,-0.014145958,0.014875704,0.4170194
,,,,,,1100,0.04891434,0.2115326,0.3421142,0.05222584,0.3452132,0.008025198,-0.0397,0.021577566,-0.005540328,0.015640966,0.3764844
,,,,,,1200,0.0487363,0.2113576,0.3438022,0.05192524,0.3441788,0.00506675,-0.03852,0.018715694,-0.006370845,0.02110343,0.439802
,,,,,,1300,0.04716498,0.2086386,0.348302,0.05312848,0.3427658,0.011597292,-0.0293,0.005586462,-0.01317879,0.02529306,0.3825328
103,0.05,0.2,0.35,0.35,0.05,1000,0.06364004,0.222335,0.2501444,0.4328522,0.03102836,-0.0770491,-0.06446,0.4193326,-0.5080088,0.10018732,0.4349032
,,,,,,1100,0.05471758,0.2066402,0.3239564,0.373335,0.04135098,-0.0374395,-0.05695,0.266757,-0.2265124,0.05414304,0.4037592
,,,,,,1200,0.05262324,0.2066874,0.3344088,0.3637166,0.04256414,-0.00417956,-0.01822,0.027422452,-0.025985628,0.020967308,0.3907884
,,,,,,1300,0.05188948,0.2037612,0.3451398,0.3543668,0.04484244,-0.009159304,-0.01004,0.02016942,-0.02024834,0.01927452,0.400616
104,0.2,0.05,0.05,0.35,0.35,1000,0.2019332,0.0536897,0.04144256,0.3696788,0.3332558,-0.00666723,-0.0141,0.0288081,-0.06522412,0.05718206,0.397456
,,,,,,1100,0.2027006,0.05275144,0.0429197,0.3683284,0.3332998,-0.00861886,-0.01184,0.02578674,-0.06970176,0.06437194,0.4305934
,,,,,,1200,0.2006306,0.05335412,0.04395654,0.366813,0.3352458,-0.00244573,-0.00965,0.02068986,-0.05651204,0.04792284,0.4033258
,,,,,,1300,0.1985252,0.05451604,0.04623266,0.3665858,0.3341402,0.013987966,-0.01901,0.011176806,-0.058133,0.05197874,0.4554774
105,0.2,0.05,0.35,0.05,0.35,1000,0.2114744,0.05473746,0.332668,0.05684714,0.3442732,-0.04917846,-0.01714,0.07621378,-0.0254103,0.01551903,0.4362244
,,,,,,1100,0.2137876,0.05534398,0.3302604,0.05735384,0.3432538,-0.05435218,-0.01715,0.08006798,-0.03172236,0.023160646,0.447366
,,,,,,1200,0.2011124,0.05572132,0.3473802,0.05411374,0.3416722,-0.018461752,-0.01923,0.02922314,-0.01909155,0.027556546,0.482356
,,,,,,1300,0.2015096,0.0593617,0.3438384,0.05527088,0.3400192,-0.002454538,-0.03589,0.020653572,-0.02036394,0.03805314,0.5291428
106,0.2,0.05,0.35,0.35,0.05,1000,0.2595774,0.05694048,0.2012854,0.4528692,0.02932722,-0.3448946,-0.04312,0.882206,-0.599131,0.10493936,0.484326
,,,,,,1100,0.251263,0.05532716,0.2198674,0.4418358,0.03170698,-0.2966658,-0.02795,0.7493678,-0.51727,0.09251954,0.4426498
,,,,,,1200,0.215359,0.05440804,0.3103294,0.3788328,0.04107058,-0.248437,-0.01278,0.6165296,-0.435409,0.08009972,0.4009736
,,,,,,1300,0.213298,0.05288198,0.3203798,0.3733908,0.04004952,-0.2002082,0.00238,0.4836914,-0.353548,0.0676799,0.3592974
107,0.15,0.15,0.15,0.25,0.3,1000,0.16082,0.156529,0.11973,0.2788862,0.2840344,-0.03579484,-0.02016,0.10312034,-0.1025642,0.05539966,0.3863482
,,,,,,1100,0.1569728,0.156016,0.1318326,0.268048,0.287131,-0.04021282,-0.01959,0.09122286,-0.08581596,0.05439618,0.4185662
,,,,,,1200,0.1535416,0.1584524,0.1347592,0.2661694,0.2870778,-0.00771238,-0.0305,0.05441322,-0.05790156,0.041703108,0.4182088
,,,,,,1300,0.1531384,0.1590762,0.1367758,0.2645666,0.286443,-0.00815422,-0.03782,0.05605126,-0.05338148,0.04330254,0.4847336
108,0.15,0.15,0.15,0.3,0.25,1000,0.1632014,0.1555218,0.1126164,0.337061,0.2316,-0.05651372,-0.01896,0.1631004,-0.1614352,0.0738098,0.4304598
,,,,,,1100,0.1574002,0.1561202,0.1257812,0.3267256,0.2339726,-0.022942674,-0.02053,0.08676564,-0.09967456,0.05637848,0.4180962
,,,,,,1200,0.1565278,0.154439,0.1311132,0.322606,0.235314,-0.02412866,-0.01743,0.07711676,-0.09664948,0.06109306,0.4179286
,,,,,,1300,0.1544204,0.1569306,0.1327786,0.3186592,0.2372112,-0.01719848,-0.02508,0.06276974,-0.06595976,0.04546692,0.4577548
109,0.15,0.15,0.25,0.15,0.3,1000,0.1667028,0.159178,0.2115772,0.1735654,0.2889768,-0.06897844,-0.03836,0.1684752,-0.1043462,0.04321362,0.4466738
,,,,,,1100,0.159257,0.1594872,0.2236874,0.1659604,0.2916082,-0.02891852,-0.03735,0.09611112,-0.06180862,0.03196652,0.4244692
,,,,,,1200,0.155387,0.1596234,0.2331832,0.162854,0.2889524,-0.02283064,-0.03489,0.06776186,-0.05199368,0.04195032,0.468567
,,,,,,1300,0.1537302,0.1615836,0.2322514,0.1639368,0.2884976,-0.011143504,-0.0378,0.06065188,-0.052536,0.0408276,0.4368708
110,0.15,0.15,0.3,0.15,0.25,1000,0.1765282,0.1615136,0.2427444,0.1833126,0.2359012,-0.10575246,-0.04329,0.2288768,-0.136011,0.05617658,0.4260012
,,,,,,1100,0.1655976,0.1600774,0.2647602,0.1737358,0.235829,-0.06022164,-0.03821,0.1382156,-0.09330974,0.05352938,0.460907
,,,,,,1200,0.16318,0.1608616,0.2691868,0.1696834,0.2370882,-0.05001962,-0.04626,0.11934628,-0.07433586,0.05127314,0.4384562
,,,,,,1300,0.156116,0.160575,0.2807836,0.1638462,0.2386792,-0.02152657,-0.04522,0.07473564,-0.05789356,0.04990744,0.4480404
111,0.15,0.25,0.15,0.15,0.3,1000,0.1563772,0.2598548,0.1326782,0.161694,0.2893958,-0.02488635,-0.03853,0.07298646,-0.04801754,0.038447542,0.3813372
,,,,,,1100,0.1523096,0.2615922,0.1367708,0.1593508,0.289976,-0.005016976,-0.04765,0.04987342,-0.03371178,0.03650832,0.4177948
,,,,,,1200,0.152793,0.2625626,0.1382698,0.1578152,0.2885598,-0.007905578,-0.04709,0.04609344,-0.033522312,0.04242182,0.4113626
,,,,,,1300,0.1519366,0.2620354,0.1395422,0.1567776,0.2897082,0.002666293,-0.04162,0.03540206,-0.02408222,0.0276342,0.448795
112,0.15,0.3,0.15,0.15,0.25,1000,0.1565246,0.3117034,0.1319396,0.1596696,0.2401626,-0.03224026,-0.04594,0.07991842,-0.04275,0.04101072,0.418957
,,,,,,1100,0.1552602,0.3097784,0.134775,0.159781,0.2404056,-0.02012053,-0.03756,0.0623051,-0.04124602,0.03661788,0.3936118
,,,,,,1200,0.1530888,0.3113434,0.1387688,0.1568162,0.239983,-0.012002404,-0.03972,0.0489384,-0.03062636,0.0334091,0.4237374
,,,,,,1300,0.151168,0.3125306,0.1409358,0.156112,0.239254,0.002640081,-0.05095,0.03554438,-0.02248724,0.03525378,0.4373878
113,0.25,0.15,0.15,0.15,0.3,1000,0.2675868,0.1560892,0.1232366,0.166747,0.2863406,-0.0676757,-0.02671,0.11652928,-0.07055324,0.0484101,0.4151216
,,,,,,1100,0.2622652,0.1583988,0.1301486,0.1627062,0.286481,-0.04064088,-0.03094,0.07787274,-0.0556434,0.04935274,0.3949622
,,,,,,1200,0.2586546,0.1590214,0.1357468,0.1584744,0.288103,-0.03198678,-0.03173,0.05469122,-0.03252534,0.04154738,0.4112072
,,,,,,1300,0.2580542,0.1602174,0.1357074,0.1621518,0.2838686,-0.0258429,-0.0334,0.05195466,-0.04930026,0.05658556,0.4988108
114,0.3,0.15,0.15,0.15,0.25,1000,0.3175748,0.1574724,0.1265298,0.1631436,0.2352794,-0.064995,-0.02882,0.08834006,-0.05043788,0.05590906,0.4077076
,,,,,,1100,0.3136136,0.157908,0.1308354,0.1619862,0.2356564,-0.05723054,-0.03187,0.08724446,-0.04993594,0.05179262,0.4363324
,,,,,,1200,0.3098394,0.1593166,0.1354636,0.1595586,0.2358216,-0.0406677,-0.0344,0.05870338,-0.03739258,0.05376144,0.44959
,,,,,,1300,0.3065522,0.1599342,0.1389276,0.1585884,0.2359974,-0.022691186,-0.03749,0.04085514,-0.03041638,0.0497464,0.4728108
115,0.15,0.15,0.15,0.2,0.35,1000,0.1572928,0.1571288,0.1283582,0.2187534,0.3384672,-0.028952504,-0.02559,0.0780709,-0.06912998,0.04559706,0.4143496
,,,,,,1100,0.157308,0.157743,0.1293126,0.2198216,0.335815,-0.0274866,-0.0231,0.07986482,-0.07747942,0.048197,0.4326332
,,,,,,1200,0.1505678,0.1592214,0.1393684,0.2121778,0.3386648,-0.002590112,-0.03493,0.04741354,-0.04483896,0.0349458,0.422636
,,,,,,1300,0.1510636,0.1601194,0.1387804,0.2109086,0.339128,0.003866536,-0.04001,0.03994872,-0.0414439,0.03764172,0.4680426
116,0.15,0.15,0.15,0.35,0.2,1000,0.1671912,0.1555828,0.10135036,0.3991004,0.1767752,-0.05290018,-0.02513,0.1620638,-0.16418,0.08014226,0.4311396
,,,,,,1100,0.1577496,0.1548594,0.1227304,0.3809828,0.183678,-0.0383541,-0.01515,0.1197056,-0.1357168,0.06951872,0.439685
,,,,,,1200,0.155974,0.1579966,0.128851,0.3730654,0.1841128,-0.015457656,-0.02735,0.07214836,-0.08180934,0.05247166,0.4523156
,,,,,,1300,0.1570858,0.1547962,0.132709,0.3695542,0.1858544,-0.022220934,-0.01518,0.04898456,-0.05818588,0.04660518,0.4280576
117,0.15,0.15,0.2,0.15,0.35,1000,0.1580716,0.1599392,0.1759024,0.1666952,0.339392,-0.03159544,-0.03724,0.0982969,-0.06822528,0.03876048,0.427248
,,,,,,1100,0.1543816,0.1609506,0.182129,0.1619894,0.3405494,-0.012295604,-0.04205,0.06581312,-0.04652208,0.0350499,0.4180604
,,,,,,1200,0.152453,0.1603388,0.1872686,0.1593646,0.3405758,-0.00857537,-0.03861,0.04893612,-0.03184132,0.03009066,0.439689
,,,,,,1300,0.1483574,0.1608644,0.1911622,0.1581684,0.3414472,0.011288708,-0.04225,0.034029994,-0.02982122,0.026753232,0.4712652
118,0.15,0.15,0.35,0.15,0.2,1000,0.1847906,0.1627512,0.2794394,0.1916278,0.1813912,-0.1618876,-0.05259,0.3253154,-0.1859388,0.07509874,0.4891892
,,,,,,1100,0.170115,0.1612332,0.3080496,0.1759094,0.1846922,-0.08260156,-0.04124,0.1743776,-0.10721252,0.05667772,0.4240924
,,,,,,1200,0.1677624,0.1606506,0.3122864,0.173291,0.1860096,-0.07458956,-0.03963,0.1615952,-0.10173826,0.05436576,0.4812704
,,,,,,1300,0.1613134,0.160411,0.3223246,0.167156,0.1887952,-0.0396342,-0.03628,0.10354342,-0.07312186,0.04549178,0.4370212
119,0.15,0.2,0.15,0.15,0.35,1000,0.1522044,0.2113898,0.134793,0.1606498,0.3409638,-0.002952318,-0.04085,0.04729374,-0.03657642,0.0330885,0.3949464
,,,,,,1100,0.152069,0.211204,0.134928,0.1605752,0.3412236,-0.006915076,-0.03682,0.0545086,-0.04156418,0.030793758,0.4290674
,,,,,,1200,0.1494018,0.2111112,0.1408902,0.1574116,0.3411852,0.005800482,-0.04082,0.03554748,-0.03049334,0.02996744,0.455697
,,,,,,1300,0.1503378,0.2124438,0.1414262,0.1571344,0.3386578,0.001825797,-0.04934,0.0373696,-0.023923696,0.0340682,0.4649002
120,0.15,0.35,0.15,0.15,0.2,1000,0.1579636,0.3607638,0.13179,0.1618288,0.187654,-0.03896546,-0.03383,0.0785925,-0.05373972,0.04794628,0.375132
,,,,,,1100,0.1539348,0.3617412,0.1374088,0.15707,0.1898456,-0.018719414,-0.03786,0.05072602,-0.03047916,0.03633038,0.370459
,,,,,,1200,0.1540244,0.3602582,0.1395908,0.1551724,0.1909542,-0.009254054,-0.0378,0.0351171,-0.01247843,0.024419138,0.3914766
,,,,,,1300,0.1522188,0.3596488,0.1433756,0.1533662,0.1913908,-0.00729521,-0.03746,0.02927716,-0.019352776,0.03483096,0.4049486
121,0.2,0.15,0.15,0.15,0.35,1000,0.2079412,0.1585874,0.1303668,0.1632432,0.3398616,-0.023024762,-0.03285,0.07125268,-0.05051876,0.03514402,0.4096396
,,,,,,1100,0.2044302,0.159876,0.1339632,0.1620176,0.3397132,-0.008064042,-0.03448,0.05071844,-0.0355235,0.02734782,0.3932182
,,,,,,1200,0.2048452,0.1605214,0.1355934,0.1594928,0.3395474,-0.02324126,-0.03617,0.05698412,-0.03694086,0.03936388,0.4608282
,,,,,,1300,0.2040944,0.1600058,0.1378358,0.1621872,0.335877,-0.011664476,-0.03234,0.03727484,-0.04410762,0.05083746,0.452746
122,0.35,0.15,0.15,0.15,0.2,1000,0.3759626,0.1554548,0.1171192,0.167002,0.1844614,-0.09083386,-0.02245,0.119243,-0.06556834,0.059606,0.404022
,,,,,,1100,0.3713866,0.1551512,0.126176,0.1625012,0.1847846,-0.1128291,-0.01083,0.12469938,-0.06446036,0.0634251,0.4560128
,,,,,,1200,0.3666514,0.1559978,0.1312232,0.1597808,0.1863466,-0.05555888,-0.01925,0.05864228,-0.031200548,0.0473637,0.4215496
,,,,,,1300,0.35872,0.1605594,0.1387524,0.1547354,0.1872326,-0.04836862,-0.03782,0.05933368,-0.02075491,0.04761314,0.4518028
123,0.15,0.15,0.1,0.3,0.3,1000,0.1557112,0.1561002,0.08119192,0.3221728,0.2848242,-0.018365308,-0.02659,0.0660181,-0.07575708,0.05469294,0.4137104
,,,,,,1100,0.153431,0.1582414,0.08402256,0.318895,0.2854102,-0.010417532,-0.02915,0.06384544,-0.07531908,0.05104348,0.4103924
,,,,,,1200,0.1502226,0.1589666,0.09003522,0.3116958,0.2890796,0.003819638,-0.03535,0.0330302,-0.0397002,0.03819608,0.441462
,,,,,,1300,0.1514204,0.1577678,0.0924308,0.314028,0.284353,-0.001036368,-0.02875,0.028434,-0.05356376,0.05491434,0.4597226
124,0.15,0.1,0.15,0.3,0.3,1000,0.1606978,0.1048538,0.1135404,0.3380612,0.2828474,-0.04764752,-0.01506,0.1626384,-0.1672926,0.06736504,0.4388098
,,,,,,1100,0.1604208,0.1038068,0.1220556,0.3301694,0.2835474,-0.0504969,-0.01346,0.1302744,-0.1355512,0.06923546,0.436725
,,,,,,1200,0.1540718,0.1052736,0.1310276,0.3251012,0.2845252,-0.014372052,-0.019,0.07721512,-0.1002247,0.0563837,0.4333614
,,,,,,1300,0.1524414,0.1066942,0.134096,0.3215022,0.2852666,-0.002093672,-0.02369,0.0499685,-0.07371322,0.04952954,0.456772
125,0.1,0.15,0.15,0.3,0.3,1000,0.1075744,0.1562674,0.123241,0.3292746,0.2836422,-0.019026914,-0.02536,0.08815538,-0.09764586,0.05387346,0.4008712
,,,,,,1100,0.1044194,0.1545416,0.1308592,0.3225574,0.2876222,-0.014978514,-0.0128,0.07022784,-0.08084508,0.03839334,0.391075
,,,,,,1200,0.10258812,0.1577792,0.131061,0.3221522,0.2864196,-0.009244178,-0.03097,0.07863872,-0.08843238,0.05000812,0.467057
,,,,,,1300,0.10168012,0.1588026,0.1347592,0.318397,0.2863612,0.000433274,-0.03545,0.0579867,-0.07119702,0.04822774,0.4305234
126,0.15,0.15,0.3,0.1,0.3,1000,0.1633292,0.16058,0.2717188,0.112811,0.2915612,-0.06592988,-0.04065,0.131038,-0.05956618,0.0351093,0.4384802
,,,,,,1100,0.1593756,0.1610682,0.2764594,0.111072,0.2920248,-0.03055574,-0.0436,0.08750448,-0.0403415,0.02699384,0.4176646
,,,,,,1200,0.1540144,0.1605906,0.2858918,0.1085122,0.2909914,-0.024888368,-0.04134,0.0758625,-0.03978366,0.0301545,0.4373602
,,,,,,1300,0.1551854,0.1607778,0.2853286,0.1082478,0.2904608,-0.015503318,-0.03782,0.05233456,-0.03189354,0.03288308,0.4843584
127,0.15,0.1,0.3,0.15,0.3,1000,0.1772584,0.1080372,0.2424498,0.1859684,0.286286,-0.1105902,-0.03245,0.239615,-0.1504742,0.0539019,0.4890394
,,,,,,1100,0.1605884,0.1090494,0.2702506,0.169569,0.290543,-0.0385991,-0.03686,0.1183802,-0.08174934,0.038831,0.4384214
,,,,,,1200,0.159978,0.1083062,0.2772352,0.165669,0.2888114,-0.0360925,-0.02994,0.0861644,-0.06098,0.04084542,0.428724
,,,,,,1300,0.153427,0.1084966,0.285326,0.1620848,0.2906656,-0.016262782,-0.03071,0.07344918,-0.05787908,0.03140268,0.4733072
