,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder,Gamma_sum,MC/MD comp. std,,,,,MC/MD adsorption std,,,,,Disorder std,V_tot,V_free,difference,,,,
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,,Co,Ni,Cr,Fe,Mn
,,,,,,1100,0.1051232,0.3594904,0.1299826,0.2673652,0.1380388,-0.008651204,-0.03489,0.06459186,-0.05956642,0.0385188,0.3848298,0.000000016000,0.001590837,0.00271002,0.003882831,0.003375611,0.002423345,0.006012999,0.016347051,0.018838736,0.02048681,0.014460601,0.01019735,12.152771,0.019444434,-0.034607408,0.03489,0.029868647,-0.004955785,-0.020769534
,,,,,,1200,0.10020512,0.3588936,0.1425016,0.257336,0.1410636,0.002604158,-0.02882,0.0249307,-0.029243402,0.030526902,0.3971798,0.000000038000,0.002016748,0.000740674,0.00130545,0.001715981,0.00124861,0.007477092,0.007811118,0.009654903,0.019514141,0.014249832,0.008155491,12.207712,0.046389306,-0.039498762,0.02882,0.051220328,-0.022772328,-0.013089248
,,,,,,1300,0.1024344,0.3599252,0.1386926,0.2595186,0.1394292,-0.009592343,-0.03636,0.04356692,-0.0395906,0.04198004,0.3935388,-0.000000023400,0.001149922,0.000739241,0.001958361,0.002535496,0.002348031,0.006481724,0.008636041,0.01474343,0.021523182,0.013806777,0.008213004,12.271638,-0.028715633,-0.00442715,0.03636,-0.021098287,0.024243173,-0.031983532
162,0.35,0.15,0.10,0.25,0.15,1000,0.364327,0.1534462,0.07869318,0.2671738,0.1363596,-0.07268362,-0.01016,0.10425602,-0.08026456,0.05884822,0.392674,-0.000000094000,0.001782238,0.002433248,0.000921914,0.000868307,0.001572592,0.02764853,0.012488217,0.010555408,0.004481971,0.01077624,0.006953088,11.96703,-0.112490082,5.2472E-05,0.01016,0.05833448,-0.030794525,-0.03112719
,,,,,,1100,0.3555486,0.1581708,0.08870162,0.2595084,0.1380704,-0.0239878,-0.03368,0.04666808,-0.03634892,0.04735144,0.4007208,0.000000000000,0.002149239,0.001168825,0.002105361,0.002615247,0.001492533,0.010055954,0.009588446,0.007676352,0.012171344,0.006700814,0.01446465,12.011394,0,-0.039007434,0.03368,0.090889773,-0.057611362,-0.02150412
,,,,,,1200,0.3548224,0.1567574,0.0944649,0.2541216,0.1398336,-0.013270532,-0.02283,0.0249486,-0.024902798,0.03605656,0.3944154,0.000000012000,0.003842211,0.002246964,0.002036464,0.001317015,0.002561415,0.023001797,0.013986026,0.015223146,0.015670898,0.015814582,0.00495974,12.069948,0.014483938,-0.021462311,0.02283,0.046740521,-0.024065181,-0.019640628
,,,,,,1300,0.35542,0.1563006,0.09232266,0.2567848,0.1391716,-0.02275104,-0.01996,0.02706896,-0.022349956,0.03799454,0.441134,0.000000018000,0.002902767,0.001423502,0.001599459,0.002796012,0.00166801,0.008229441,0.008635733,0.010061967,0.018512055,0.012968083,0.023598034,12.125827,0.021826489,-0.006594108,0.01996,0.019961652,-0.009774779,-0.017070174
163,0.35,0.10,0.15,0.25,0.15,1000,0.3831168,0.10230012,0.10156472,0.2831642,0.1298542,-0.1453952,-0.00468,0.2097102,-0.1438958,0.08425798,0.4134538,-0.000000270000,0.003156306,0.001420337,0.002105641,0.001899235,0.000538264,0.022562185,0.012913042,0.017738704,0.013211533,0.004906662,0.00870247,12.006773,-0.324182871,0.037396832,0.00468,0.032052585,-0.021242715,-0.043038392
,,,,,,1100,0.3741116,0.1044212,0.1155094,0.2730378,0.1329202,-0.1198792,-0.01618,0.1807012,-0.1211311,0.07648592,0.4235028,-0.000000156000,0.004445321,0.001906243,0.003762924,0.003613291,0.00252363,0.011473877,0.009527008,0.016607058,0.017379799,0.013278225,0.005136372,12.0599,-0.18813444,0.028588722,0.01618,0.018642804,-0.015032837,-0.039028893
,,,,,,1200,0.3671416,0.1039442,0.1265022,0.2682,0.134212,-0.07700346,-0.01355,0.10458768,-0.0803696,0.0663349,0.4383618,0.000000235000,0.006074386,0.002485231,0.005819878,0.004779824,0.001812606,0.025862335,0.008694662,0.028010909,0.024625487,0.010856035,0.005784168,12.10809,0.284540115,0.007904532,0.01355,0.038033567,-0.017049285,-0.033676379
,,,,,,1300,0.36773,0.1041394,0.1284508,0.2656958,0.1339836,-0.08362012,-0.01314,0.10820126,-0.07399594,0.06255026,0.4669566,0.000000034000,0.002466335,0.001942609,0.002854773,0.002872622,0.002808256,0.017670181,0.009094693,0.011347955,0.014004709,0.015382696,0.008944973,12.166524,0.041366182,0.045960095,0.01314,-0.047844637,0.032768739,-0.035697025
164,0.35,0.15,0.15,0.25,0.10,1000,0.3788808,0.1540142,0.1071296,0.2763004,0.0836749,-0.146644,-0.00827,0.2159456,-0.1340198,0.07299308,0.3905528,0.000000140000,0.002243359,0.000723505,0.00143749,0.003018711,0.001155545,0.01809046,0.009174194,0.004204849,0.018705898,0.01129025,0.008109338,11.948287,0.167276018,0.077623134,0.00827,-0.061436999,0.028481138,-0.046649981
,,,,,,1100,0.3655888,0.1570898,0.123306,0.2669032,0.08711218,-0.05489014,-0.02193,0.0953044,-0.06593128,0.04744956,0.3918874,0.000000000000,0.004838504,0.001883631,0.002507811,0.002831214,0.002761753,0.017637549,0.005518897,0.005557749,0.006941029,0.01650359,0.012509677,11.998777,0,0.002865989,0.02193,0.018296742,-0.011665129,-0.026103741
,,,,,,1200,0.3578074,0.1557422,0.1395438,0.2575052,0.08940178,-0.04440766,-0.01891,0.05700222,-0.0393321,0.04564684,0.4222874,0.000000014000,0.003638507,0.001487029,0.001955103,0.001773851,0.001960454,0.017156594,0.007393352,0.009866369,0.004726575,0.010192162,0.010742758,12.04705,0.01686587,-0.012121087,0.01891,0.059673981,-0.040364759,-0.018929417
,,,,,,1300,0.355961,0.156118,0.1422366,0.2560518,0.08963314,-0.019983606,-0.01971,0.03009462,-0.02590714,0.03550752,0.401152,-0.000000038000,0.003096609,0.002149699,0.00256443,0.002723799,0.003381135,0.013945225,0.013784066,0.007901963,0.010385315,0.01798215,0.004590804,12.106649,-0.046005266,0.003512662,0.01971,-0.003697119,0.00787606,-0.023763021
165,0.15,0.15,0.25,0.10,0.35,1000,0.1577628,0.1606436,0.2263016,0.1126482,0.3426438,-0.028396804,-0.03214,0.08237206,-0.04680632,0.02497014,0.3988392,-0.000000004000,0.004905438,0.002374584,0.003519119,0.001702447,0.000907039,0.02072579,0.014801706,0.01679042,0.010564521,0.003881044,0.004232039,12.333972,-0.004933589,-0.054727514,0.03214,0.103708222,-0.080297698,0.006755804
,,,,,,1100,0.1529004,0.1617012,0.2319918,0.1112186,0.342188,-0.014697775,-0.05115,0.085628,-0.05106802,0.0312884,0.4495418,-0.000000035400,0.003604255,0.002728362,0.003738185,0.001788618,0.001389921,0.020888353,0.011407673,0.008248393,0.005375715,0.013834923,0.005672962,12.387026,-0.043850072,-0.10893314,0.05115,0.184335334,-0.133333165,0.019438101
,,,,,,1200,0.1527304,0.1604304,0.2399902,0.1075962,0.339253,-0.01385731,-0.04410,0.04049944,-0.03037462,0.04783476,0.5008686,0.000000010000,0.002983025,0.001822816,0.003039326,0.002962251,0.002553532,0.017130628,0.011216331,0.017262609,0.010873689,0.012511115,0.012814893,12.45194,0.01245194,-0.104121935,0.04410,0.203011533,-0.135958012,0.007926275
,,,,,,1300,0.152099,0.1617842,0.239489,0.1075196,0.3391084,-0.008115768,-0.04281,0.03915843,-0.02927512,0.0410401,0.4628328,-0.000000018000,0.001282955,0.002734677,0.004523083,0.002071734,0.003331492,0.010803936,0.011912516,0.022443647,0.014188649,0.019435416,0.013240353,12.5177,-0.02253186,-0.028216394,0.04281,0.019070065,-0.010498442,-0.015133689
166,0.15,0.10,0.25,0.15,0.35,1000,0.1620878,0.1062516,0.21973,0.170493,0.3414376,-0.0436352,-0.02539,0.11148962,-0.0753059,0.03284458,0.4235022,0.000000100000,0.002019461,0.002445745,0.004148964,0.002473324,0.001726929,0.011116564,0.009008975,0.014468931,0.007212024,0.011608437,0.015746012,12.378627,0.12378627,-0.081465544,0.02539,0.168558172,-0.115983576,0.014902449
,,,,,,1100,0.1585358,0.1068674,0.2283348,0.1625972,0.3436644,-0.02036688,-0.02874,0.06981722,-0.04158944,0.020880902,0.4278014,-0.000000018000,0.00228182,0.002245189,0.002092068,0.003221122,0.003531674,0.003491973,0.00606966,0.01257856,0.010751387,0.011410337,0.007422611,12.432529,-0.022378552,-0.076262459,0.02874,0.141184845,-0.102537654,0.018766691
,,,,,,1200,0.1548956,0.1086058,0.2306196,0.164686,0.3411932,-0.019551308,-0.03573,0.07474762,-0.05573502,0.03626596,0.468966,-0.000000028000,0.002798592,0.001230503,0.002893557,0.00249427,0.002158892,0.012945016,0.009293593,0.018802409,0.015985826,0.008788406,0.015227406,12.494398,-0.034984314,-0.073480104,0.03573,0.117270642,-0.075424995,0.007703874
,,,,,,1300,0.1530174,0.108647,0.239121,0.1632542,0.3359602,-0.011818324,-0.03262,0.036430502,-0.04479888,0.05280914,0.5103898,-0.000000002000,0.001838958,0.002934609,0.004847046,0.003533912,0.003445198,0.012537899,0.008335035,0.02819036,0.019744106,0.012128508,0.011627353,12.575619,-0.002515124,-0.039827192,0.03262,0.046340258,-0.011738525,-0.015983642
167,0.10,0.15,0.25,0.15,0.35,1000,0.1068948,0.1598972,0.2222946,0.16833,0.3425836,-0.017792318,-0.03228,0.09201374,-0.06364442,0.021698878,0.3957906,0.000000040000,0.002761181,0.001183511,0.006541706,0.003259778,0.002994282,0.013646606,0.005958847,0.028101789,0.018391054,0.013199775,0.012107431,12.408511,0.049634044,-0.060143283,0.03228,0.082451193,-0.055525617,0.008046696
,,,,,,1100,0.1053316,0.1619728,0.2252402,0.1663708,0.3410848,-0.01417097,-0.04202,0.08056384,-0.05601544,0.03163804,0.424071,0.000000070000,0.00271708,0.001867818,0.004702921,0.001421822,0.002064098,0.013080201,0.010390817,0.015373596,0.007094011,0.014802415,0.011282544,12.467197,0.087270379,-0.077825212,0.04202,0.120321156,-0.081201088,0.006108542
,,,,,,1200,0.102901,0.1600104,0.235455,0.1596848,0.3419486,-0.013193404,-0.03843,0.05852828,-0.0380769,0.03116874,0.4381184,0.000000016000,0.0009418,0.003684213,0.001178632,0.001911641,0.004711819,0.009311505,0.019443524,0.019398537,0.01065379,0.014091417,0.008454936,12.525934,0.020041494,-0.055715185,0.03843,0.083700105,-0.059073636,0.001399821
,,,,,,1300,0.10004076,0.161433,0.2385598,0.1604346,0.3395316,0.000351586,-0.04255,0.0415487,-0.040225895,0.040874,0.4824176,0.000000031200,0.00202417,0.002296074,0.004326471,0.006165642,0.002452284,0.010519347,0.009849464,0.023710141,0.034085416,0.013797759,0.008056159,12.602802,0.039320742,-0.042990053,0.04255,0.026786727,-0.006451309,-0.010470919
168,0.15,0.15,0.25,0.35,0.10,1000,0.1905496,0.1588628,0.1327014,0.448167,0.0697195,-0.1604072,-0.03206,0.4722308,-0.3955436,0.115776,0.4471618,0.000000214000,0.002979207,0.003535271,0.002777059,0.000541457,0.001660539,0.004787662,0.022953644,0.027331078,0.01691769,0.011208134,0.004360679,12.217717,0.261459144,-0.004962184,0.03206,-0.102038512,0.142680016,-0.052659695
,,,,,,1100,0.1818764,0.1570004,0.161049,0.4252412,0.07483286,-0.127836,-0.02431,0.3673646,-0.3131744,0.09795168,0.4578224,-0.000000100000,0.002406005,0.001155995,0.003292221,0.002110233,0.00246708,0.0093479,0.008117717,0.012588377,0.004134558,0.011025231,0.019561754,12.261571,-0.12261571,-0.006079421,0.02431,-0.074943782,0.113433404,-0.043005385
,,,,,,1200,0.1750218,0.1579148,0.1797378,0.4094448,0.07788068,-0.10407734,-0.03300,0.3091032,-0.258457,0.08643076,0.4545306,-0.000000140000,0.002780816,0.000971214,0.006433446,0.004844359,0.002155756,0.010383741,0.006112384,0.027271642,0.021738431,0.0151002,0.012138323,12.318756,-0.172462584,0.022334411,0.03300,-0.14038454,0.143212014,-0.04779625
,,,,,,1300,0.1641066,0.156267,0.2098892,0.3853108,0.0844263,-0.03929092,-0.02325,0.1122528,-0.10234554,0.05263034,0.4416678,-0.000000188000,0.00374964,0.003237097,0.005610482,0.005683495,0.003152638,0.011594,0.017335022,0.012566692,0.020657584,0.011826337,0.009652626,12.361231,-0.232391143,0.009773888,0.02325,-0.064946715,0.070032641,-0.031583413
169,0.15,0.10,0.25,0.35,0.15,1000,0.1917152,0.1066592,0.1340604,0.4510062,0.1165584,-0.1856958,-0.02677,0.5205542,-0.4480758,0.1399838,0.5093596,-0.000000180000,0.001838897,0.001993397,0.001524944,0.001975742,0.001847531,0.012885715,0.008730776,0.00987119,0.011954525,0.010923393,0.007249559,12.277815,-0.22100067,-0.085534239,0.02677,0.086615438,0.033342441,-0.036463804
,,,,,,1100,0.1817678,0.1062486,0.1618932,0.4288284,0.1212618,-0.1442454,-0.02369,0.3977326,-0.3497008,0.11990376,0.4998288,0.000000420000,0.003200059,0.001946545,0.004617099,0.002702165,0.002571669,0.011624101,0.006548662,0.011378715,0.017411512,0.014905587,0.004432097,12.332665,0.51797193,-0.04184197,0.02369,0.008612095,0.072142948,-0.043551004
,,,,,,1200,0.178815,0.1041602,0.173732,0.4193432,0.1239496,-0.1209236,-0.01726,0.3243136,-0.289456,0.10332232,0.432977,0.000000024000,0.003977578,0.002201495,0.009724183,0.008059845,0.001454844,0.015154011,0.009039285,0.039591102,0.029900175,0.003183929,0.013257604,12.379377,0.029710505,0.056035586,0.01726,-0.190383743,0.197973858,-0.072654021
,,,,,,1300,0.1666816,0.1056384,0.2005972,0.3992288,0.1278538,-0.07897882,-0.02125,0.2236884,-0.2208708,0.09740868,0.5291532,0.000000072000,0.003472734,0.00209061,0.00486083,0.005292807,0.002017722,0.024052299,0.010789708,0.023749039,0.02611636,0.010441261,0.009140973,12.440214,0.089569541,0.02129149,0.02125,-0.1312346,0.157719297,-0.056275105
170,0.10,0.15,0.25,0.35,0.15,1000,0.1286438,0.1614498,0.1393274,0.4519272,0.1186518,-0.1142182,-0.04191,0.4401564,-0.4079764,0.123947,0.4455896,-0.000000040000,0.000745864,0.000700025,0.000828288,0.002370618,0.001295391,0.005233468,0.008819812,0.005177657,0.017189491,0.007130172,0.00679956,12.303263,-0.049213052,-0.048475299,0.04191,-0.075954289,0.159204466,-0.061851996
,,,,,,1100,0.1227806,0.1589122,0.1634086,0.43194,0.1229586,-0.09624108,-0.03470,0.3700724,-0.3478132,0.10868636,0.464195,-0.000000040000,0.001722874,0.002790285,0.00623638,0.005099599,0.002809556,0.011115834,0.010831919,0.012534861,0.015560906,0.012656539,0.015245449,12.352438,-0.049409752,-0.04558911,0.03470,-0.060368708,0.136266963,-0.050492588
,,,,,,1200,0.115834,0.1585122,0.1907682,0.4059114,0.1289744,-0.0630463,-0.02849,0.2293982,-0.2174,0.07953386,0.4813336,0.000000060000,0.003270444,0.001253187,0.00385127,0.002136244,0.004527184,0.01129544,0.008519511,0.017230166,0.012958727,0.01604564,0.020911359,12.404604,0.074427624,-0.039656575,0.02849,-0.01741789,0.072604706,-0.030992961
,,,,,,1300,0.1100224,0.1561954,0.2109912,0.3893662,0.133425,-0.03419884,-0.01508,0.1328054,-0.1387032,0.05517916,0.465148,-0.000000208000,0.001672091,0.002218933,0.003950139,0.004171703,0.001311145,0.009212303,0.012828265,0.012158999,0.01079765,0.011015769,0.01995572,12.462307,-0.259215986,-0.002878816,0.01508,-0.073382123,0.09811353,-0.028741179
171,0.15,0.35,0.25,0.10,0.15,1000,0.1578692,0.3623672,0.2315308,0.1074096,0.1408234,-0.02081926,-0.04963,0.0668364,-0.02717038,0.03077986,0.3936392,0.000000020000,0.001081043,0.001768494,0.002039768,0.001610007,0.001597563,0.008083797,0.01446834,0.012846956,0.014565929,0.009448628,0.012061344,12.021446,0.024042892,-0.053454658,0.04963,0.09943157,-0.086400638,-0.002431836
,,,,,,1100,0.1594952,0.3607614,0.2323246,0.1081414,0.1392772,-0.03697428,-0.04059,0.06727054,-0.031692698,0.04198892,0.3936692,0.000000002000,0.003579522,0.001169422,0.001986485,0.001584472,0.001881597,0.012180277,0.003216976,0.01936867,0.014232177,0.008703099,0.006352128,12.077852,0.00241557,-0.017262866,0.04059,0.051162951,-0.049204495,-0.019735096
,,,,,,1200,0.154674,0.362522,0.2407898,0.10216736,0.1398468,-0.015660175,-0.05145,0.03825576,-0.005875316,0.0347295,0.3793322,0.000000048600,0.003309006,0.002346302,0.003209314,0.002637364,0.002131686,0.021119995,0.009637537,0.021619595,0.014413285,0.012780307,0.017785754,12.126821,0.05893635,-0.007277605,0.05145,0.009088171,-0.026463435,-0.023888319
,,,,,,1300,0.1564232,0.3626472,0.239066,0.10157036,0.140293,-0.025665518,-0.04863,0.04641776,-0.007429714,0.035305688,0.419709,-0.000000004000,0.003037027,0.002477381,0.002455371,0.002261774,0.002526993,0.013334359,0.008294796,0.008178014,0.006968149,0.015550432,0.01450671,12.190709,-0.004876284,0.00321922,0.04863,-0.010443733,-0.017142709,-0.019300502
172,0.15,0.35,0.25,0.15,0.10,1000,0.1582092,0.3600008,0.2324278,0.159671,0.08969142,-0.01173215,-0.03219,0.03827236,-0.022478572,0.02813312,0.361916,-0.000000002000,0.003397789,0.001342164,0.005275588,0.002886369,0.002204692,0.020055147,0.005093171,0.023914341,0.009998597,0.006436264,0.009852598,12.002947,-0.002400589,-0.008548882,0.03219,0.007128315,-0.008532818,-0.020392486
,,,,,,1100,0.158826,0.3611124,0.231959,0.1595942,0.08850866,-0.03012788,-0.03566,0.06389626,-0.03606168,0.0379494,0.3762082,0.000000020000,0.003164629,0.002798559,0.000572552,0.001091955,0.001857377,0.019923756,0.019813982,0.013662379,0.010852065,0.006534724,0.009142287,12.049847,0.024099694,-0.002422704,0.03566,0.007181951,-0.012489011,-0.024593701
,,,,,,1200,0.1546144,0.3592418,0.2403618,0.154821,0.09096076,-0.014300094,-0.03460,0.040254926,-0.023393132,0.03203784,0.390502,-0.000000020000,0.002431801,0.001786903,0.003451262,0.002239306,0.002490812,0.015024257,0.005610439,0.026276225,0.0205489,0.012973728,0.008946103,12.100802,-0.024201604,-0.01737247,0.03460,0.025117732,-0.021260323,-0.017068301
,,,,,,1300,0.1556478,0.3604796,0.2391668,0.1551108,0.08959508,-0.029664736,-0.03769,0.05195536,-0.024362028,0.03975762,0.4249126,-0.000000044000,0.002071061,0.002269674,0.004039591,0.002076365,0.001828657,0.017297579,0.011714499,0.025509672,0.012021397,0.015876819,0.014272085,12.159724,-0.053502786,0.005542879,0.03769,-0.013295964,-0.002044664,-0.022557687
173,0.10,0.35,0.25,0.15,0.15,1000,0.1076832,0.3634042,0.2275544,0.162907,0.138451,-0.026406662,-0.04788,0.07502076,-0.04728586,0.04654816,0.3918734,0.000000058000,0.00316385,0.001897604,0.004724224,0.002883554,0.000768433,0.018269718,0.010368427,0.030997224,0.015772205,0.010310939,0.006713287,12.094793,0.070149799,-0.044861865,0.04788,0.084519406,-0.061689664,-0.019347199
,,,,,,1100,0.106618,0.3613396,0.2296854,0.1639502,0.1384068,-0.02641924,-0.04103,0.0839694,-0.05703412,0.0405156,0.4167074,0.000000100000,0.001034739,0.001676451,0.001655998,0.002342218,0.003105397,0.01483743,0.011479896,0.009794743,0.010783082,0.01710756,0.005607513,12.14709,0.1214709,-0.056431351,0.04103,0.096945071,-0.066541339,-0.006521509
,,,,,,1200,0.1052128,0.3610088,0.2369616,0.157276,0.1395406,-0.015359012,-0.03914,0.044244292,-0.028103094,0.03835884,0.408452,-0.000000014000,0.002148106,0.002111668,0.00472314,0.002165395,0.001270151,0.006016126,0.011224836,0.028651339,0.014207145,0.014102047,0.014577608,12.207621,-0.017090669,-0.030350452,0.03914,0.050100743,-0.036340236,-0.016754981
,,,,,,1300,0.1042764,0.3613202,0.237685,0.156907,0.1398114,-0.012079624,-0.03879,0.03904726,-0.02417962,0.03600138,0.41876,-0.000000024000,0.002876485,0.002132486,0.002174453,0.00141469,0.001338085,0.014698911,0.008187077,0.015201079,0.003110224,0.014088742,0.008264008,12.255885,-0.029414124,-0.010061096,0.03879,-0.003562974,-5.828E-05,-0.020214084
174,0.35,0.15,0.25,0.10,0.15,1000,0.4004932,0.1570728,0.1882064,0.1197832,0.1344446,-0.2430586,-0.02640,0.2995406,-0.09548874,0.06540994,0.4232044,0.000000040000,0.00260906,0.002488505,0.002908673,0.001078879,0.001393748,0.01082377,0.009412942,0.020910352,0.004955143,0.00828265,0.007285334,11.958182,0.047832728,0.118464711,0.02640,-0.020627444,-0.095025711,-0.017856362
,,,,,,1100,0.3842198,0.1561028,0.211495,0.1126726,0.1355094,-0.1401348,-0.02316,0.159575,-0.04942972,0.05315192,0.4089004,0.000000240000,0.003399093,0.002664554,0.004158213,0.000709019,0.000764965,0.019678288,0.009320928,0.012438516,0.003432197,0.007103111,0.00919665,11.9968,0.2879232,0.066980503,0.02316,0.000166419,-0.059683271,-0.023136276
,,,,,,1200,0.375295,0.1590594,0.221093,0.1081972,0.1363556,-0.09593216,-0.03585,0.11183076,-0.03405184,0.05400324,0.423166,-0.000000040000,0.006050041,0.000394622,0.004944039,0.001667737,0.001868727,0.036688806,0.004265707,0.027034751,0.007262004,0.014801136,0.007027574,12.045772,-0.048183088,0.038716348,0.03585,0.006263554,-0.046613675,-0.026961086
,,,,,,1300,0.369838,0.1600968,0.2252716,0.1073836,0.1374096,-0.09232648,-0.03786,0.1182036,-0.03605076,0.048032,0.4689098,-0.000000160000,0.002708247,0.002003048,0.003225415,0.001089823,0.001604312,0.012394081,0.011905667,0.017216832,0.004877037,0.011367933,0.006868318,12.095784,-0.193532544,0.054037524,0.03786,-0.056839009,-0.005864945,-0.02073031
175,0.35,0.10,0.25,0.15,0.15,1000,0.416641,0.1040606,0.161609,0.1868756,0.130814,-0.2136196,-0.01191,0.2840616,-0.12508,0.06654842,0.4046766,-0.000000032000,0.001053109,0.002661328,0.003128245,0.000712854,0.001893484,0.015290619,0.008664728,0.014219443,0.01120989,0.007822181,0.010071095,12.018852,-0.038460326,0.120560027,0.01191,-0.075740473,-0.017215852,-0.031030501
