,Initial Comp.,,,,,,MC/MD comp.,,,,,MC/MD adsorption,,,,,Disorder,Gamma_sum,MC/MD comp. std,,,,,MC/MD adsorption std,,,,,Disorder std,V_tot,V_free,difference,,,,
#,Co,Ni,Cr,Fe,Mn,Temp,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,Co,Ni,Cr,Fe,Mn,Co,Ni,Cr,Fe,Mn,,,,Co,Ni,Cr,Fe,Mn
,,,,,,1300,0.1031882,0.3120562,0.2889806,0.1565302,0.139245,-0.011927544,-0.04313,0.03984006,-0.0234386,0.03865924,0.421415,-0.000000023600,0.001674798,0.001811012,0.003522544,0.002218619,0.002569807,0.010061323,0.010713924,0.016886346,0.010227253,0.010072354,0.013604615,12.317653,-0.029069661,-0.011068086,0.04313,-0.002985635,-0.001735188,-0.022262356
144,0.30,0.15,0.30,0.15,0.10,1000,0.360751,0.16045,0.2100934,0.1868454,0.08186034,-0.3111894,-0.04179,0.4615556,-0.192095,0.08352096,0.4596598,0.000000080000,0.003227156,0.00205189,0.003300411,0.002229346,0.001860104,0.013086998,0.008857321,0.023471715,0.015148927,0.01503821,0.008264907,12.017389,0.096139112,0.12454842,0.04179,-0.043745182,-0.09329463,-0.012285954
,,,,,,1100,0.3527238,0.1555584,0.2283026,0.1812042,0.082211,-0.256587,-0.02253,0.357902,-0.1565742,0.07778758,0.4245522,0.000000040000,0.004397298,0.001948016,0.003114579,0.000782166,0.002179559,0.01925082,0.00898769,0.017373064,0.004221039,0.008882347,0.006147464,12.054721,0.048218884,0.163993168,0.02253,-0.15571196,0.01846625,-0.039795779
,,,,,,1200,0.3269416,0.1576252,0.260768,0.1660846,0.08858092,-0.1912496,-0.02122,0.259167,-0.10673012,0.06003634,0.4237386,0.000000088000,0.003403293,0.002199066,0.003981425,0.001886955,0.001324691,0.010234872,0.011248492,0.017371477,0.011080293,0.007062807,0.012757767,12.101269,0.106491167,0.133586015,0.02122,-0.140148475,0.025433313,-0.032782553
,,,,,,1300,0.3195066,0.1590012,0.271984,0.1629068,0.08660132,-0.07425146,-0.03693,0.112294,-0.047357,0.0462483,0.4357864,0.000000080000,0.001805123,0.002231221,0.003326945,0.001644476,0.000950607,0.011858313,0.009518661,0.018798593,0.006940221,0.00850945,0.00622121,12.141769,0.097134152,0.046628239,0.03693,-0.06802307,0.017117294,-0.026551743
145,0.30,0.15,0.30,0.10,0.15,1000,0.353477,0.1596676,0.231627,0.1228184,0.1324102,-0.2609968,-0.03970,0.337561,-0.11028742,0.07342252,0.4598964,-0.000000100000,0.004168104,0.00134357,0.005098273,0.00215935,0.001677307,0.017870798,0.01037944,0.025000621,0.008014098,0.010307586,0.009932758,12.021984,-0.12021984,0.073953127,0.03970,0.081150878,-0.175717961,-0.002033819
,,,,,,1100,0.3427576,0.157515,0.2468866,0.118266,0.1345748,-0.1996298,-0.02953,0.2569766,-0.0860835,0.05827182,0.4566966,0.000000180000,0.003305307,0.001622375,0.002895154,0.00193424,0.00187981,0.017831031,0.009625261,0.021290926,0.008844816,0.010042855,0.005526765,12.06647,0.21719646,0.067112623,0.02953,0.032390981,-0.111571952,-0.003899233
,,,,,,1200,0.331104,0.157747,0.2609534,0.1148404,0.135356,-0.14181,-0.02620,0.1770272,-0.06851996,0.0595005,0.4132048,0.000000200000,0.001634126,0.001151013,0.001809838,0.000675575,0.001569619,0.005893596,0.00509812,0.008292978,0.005931982,0.009942151,0.013826408,12.109718,0.24219436,0.092383846,0.02620,-0.075010861,-0.001163332,-0.036140006
,,,,,,1300,0.3204596,0.1610488,0.2724994,0.1099926,0.1359996,-0.1117128,-0.03952,0.1429704,-0.05178928,0.06004722,0.460765,0.000000260000,0.001272057,0.001506396,0.004819821,0.002414899,0.001119396,0.009585146,0.007385561,0.022308645,0.011985116,0.005871044,0.013232208,12.167528,0.316355728,0.07604647,0.03952,-0.085809014,0.012744618,-0.034615576
146,0.30,0.10,0.30,0.15,0.15,1000,0.3692502,0.1060704,0.2021636,0.1930586,0.1294576,-0.3410414,-0.02163,0.4913306,-0.2097172,0.08105502,0.4607506,0.000000016000,0.00082227,0.000963708,0.002027284,0.003035992,0.002276077,0.0149463,0.010123237,0.017054581,0.010345619,0.010161125,0.00598075,12.090305,0.019344488,0.152543879,0.02163,-0.069364169,-0.078511237,-0.00911143
,,,,,,1100,0.3624966,0.1071538,0.2123374,0.188851,0.1291608,-0.2868442,-0.02929,0.4086862,-0.1747984,0.08224908,0.4791628,-0.000000180000,0.002692057,0.001425168,0.00423717,0.001642554,0.00111297,0.017592172,0.007064669,0.024648887,0.008630944,0.009351043,0.006876414,12.130378,-0.218346804,0.126424002,0.02929,-0.058388937,-0.064475687,-0.016427717
,,,,,,1200,0.3443446,0.1071998,0.2375116,0.179108,0.1318362,-0.1979856,-0.03063,0.2779466,-0.1241748,0.07484858,0.4701438,0.000000220000,0.003126794,0.002598664,0.001317036,0.000575848,0.001696041,0.014486336,0.009412853,0.004884052,0.004155908,0.014705032,0.015562228,12.173501,0.267817022,0.104033148,0.03063,-0.084027298,-0.00828374,-0.030443432
,,,,,,1300,0.3346106,0.10724,0.2520204,0.1732338,0.1328954,-0.1617652,-0.02989,0.2268984,-0.11108762,0.07584488,0.4760668,-0.000000140000,0.005581263,0.003337703,0.004162359,0.002647033,0.000987743,0.030733933,0.010007872,0.020909534,0.014139298,0.012425556,0.008115668,12.21443,-0.17100202,0.12117169,0.02989,-0.161840367,0.066649073,-0.046899943
147,0.30,0.15,0.15,0.30,0.10,1000,0.3299786,0.1527,0.09900486,0.3373624,0.08095428,-0.12131382,-0.01033,0.2121536,-0.1568722,0.07636148,0.4187022,-0.000000156000,0.004167485,0.00202124,0.00327003,0.002356139,0.001283375,0.017320796,0.011825806,0.010623087,0.005415751,0.009478835,0.00512062,12.013999,-0.187418384,0.004382676,0.01033,0.049605904,-0.021925276,-0.031732531
,,,,,,1100,0.319046,0.1532746,0.1204216,0.3220574,0.08520052,-0.07907086,-0.01631,0.1251392,-0.08590128,0.0561389,0.4100766,-0.000000196000,0.002623822,0.002197551,0.002436218,0.002425131,0.002248855,0.011250033,0.013215315,0.013648861,0.013704552,0.012876571,0.007372412,12.056265,-0.236302794,0.004455723,0.01631,0.037792144,-0.025390622,-0.025523865
,,,,,,1200,0.3117748,0.1551236,0.1302342,0.3146708,0.08819646,-0.03336306,-0.02060,0.06676568,-0.05463314,0.0418334,0.38086,0.000000020000,0.00307993,0.001963787,0.002806802,0.002242972,0.002482406,0.013470091,0.013142,0.013333226,0.016815238,0.00747761,0.013339176,12.110226,0.024220452,0.00923054,0.02060,-0.016955788,0.02060999,-0.030427544
,,,,,,1300,0.3062528,0.1562994,0.1384266,0.3088512,0.0901697,-0.033294164,-0.02364,0.05962704,-0.0419094,0.03921662,0.419671,0.000000002000,0.002581233,0.002875648,0.003177343,0.004208927,0.002550595,0.019312211,0.018901517,0.019714865,0.017726489,0.020017356,0.011898622,12.160608,0.002432122,0.010860102,0.02364,-0.023672624,0.017350373,-0.023220158
148,0.30,0.15,0.10,0.30,0.15,1000,0.31492,0.1533202,0.0775735,0.3206384,0.1335482,-0.04882812,-0.01490,0.07760304,-0.06871012,0.05483034,0.4374426,0.000000032000,0.002239417,0.001517951,0.002818389,0.003178242,0.002246209,0.009634362,0.010342432,0.013899673,0.007509045,0.019406093,0.013004087,12.027437,0.038487798,-0.099999185,0.01490,0.255558513,-0.158859247,0.001972373
,,,,,,1100,0.3057528,0.1553936,0.08671064,0.313284,0.1388588,-0.025093715,-0.01845,0.05948156,-0.05720584,0.04126304,0.3899794,0.000000005400,0.00392162,0.001284985,0.003029569,0.001983632,0.001943137,0.024128481,0.009333273,0.021510039,0.015007169,0.015398971,0.004502724,12.07476,0.00652037,-0.0245607,0.01845,0.048944972,-0.016855999,-0.020889538
,,,,,,1200,0.3012822,0.1564552,0.09313196,0.3082188,0.1409116,-0.007034143,-0.02221,0.03157916,-0.03771048,0.03537184,0.436303,-0.000000018600,0.002306906,0.00131665,0.002963268,0.004104161,0.001798384,0.017862704,0.009262091,0.016797003,0.018168714,0.020452345,0.011448491,12.13087,-0.022563418,-0.060454803,0.02221,0.10771906,-0.057438578,-0.003474251
,,,,,,1300,0.3022422,0.1572846,0.09139174,0.309653,0.1394282,-0.005922956,-0.02840,0.03335034,-0.03916882,0.04014404,0.4016354,0.000000012000,0.004948859,0.002731432,0.00119692,0.004703245,0.002516823,0.022894686,0.014882758,0.006345569,0.016806853,0.00905283,0.01364025,12.18977,0.014627724,-0.010703643,0.02840,-0.006703375,0.020967342,-0.028288552
149,0.30,0.10,0.15,0.30,0.15,1000,0.3347412,0.10140288,0.09196186,0.3456496,0.1262444,-0.1517106,-0.00294,0.2538738,-0.1959306,0.096711,0.4564892,0.000000266000,0.003376675,0.001913494,0.004292778,0.003304307,0.00236509,0.015637686,0.010215793,0.013144539,0.009698487,0.010044878,0.005833946,12.071557,0.321103416,-0.029534018,0.00294,0.151856441,-0.081207543,-0.027535616
,,,,,,1100,0.3242496,0.10167492,0.112908,0.329946,0.1312208,-0.10200604,-0.00551,0.1603702,-0.1294182,0.07656894,0.4560322,0.000000356000,0.005227181,0.002543881,0.003230863,0.002256268,0.001295929,0.018729597,0.012162968,0.007714781,0.003684935,0.005643143,0.00679707,12.123552,0.431598451,-0.029685952,0.00551,0.127195488,-0.067006451,-0.022534931
,,,,,,1200,0.3150304,0.1048128,0.1238996,0.3213176,0.1349396,-0.05284948,-0.01765,0.09975354,-0.08110656,0.05185422,0.4495414,0.000000184000,0.002688973,0.001185932,0.003300562,0.002988164,0.00194688,0.017823846,0.007982878,0.025350759,0.023847835,0.004907252,0.015660327,12.170494,0.22393709,-0.024991895,0.01765,0.060912252,-0.028637834,-0.015063719
,,,,,,1300,0.3078174,0.1045568,0.13506,0.3152016,0.1373642,-0.030378116,-0.01843,0.06681422,-0.06576496,0.04776276,0.4548712,-0.000000036000,0.006093568,0.001468056,0.003569257,0.00243486,0.002437366,0.020690794,0.005464453,0.020658638,0.020861574,0.013872889,0.01815048,12.230789,-0.04403084,-0.00339041,0.01843,-0.012694389,0.028797862,-0.023684332
150,0.30,0.30,0.15,0.15,0.10,1000,0.312132,0.307117,0.1347262,0.1567546,0.08927054,-0.05822588,-0.02209,0.07006924,-0.03080036,0.04105038,0.383771,-0.000000014000,0.006100063,0.002432377,0.004562028,0.001183458,0.000505599,0.029449084,0.016964358,0.019806872,0.00740928,0.008850354,0.016310231,11.864104,-0.016609746,0.000747638,0.02209,0.058600296,-0.057088668,-0.019112738
,,,,,,1100,0.3060544,0.3087282,0.1409189,0.1529701,0.0913287,-0.026893879,-0.03257,0.042817496,-0.016069977,0.03271379,0.3811874,-0.000000017000,0.004995084,0.002694857,0.004728295,0.00176349,0.000932199,0.020776459,0.015448259,0.019398712,0.012243167,0.01006053,0.010993781,10.931298,-0.018583207,-0.011840872,0.03257,0.041764604,-0.041704682,-0.016820691
,,,,,,1200,0.2999768,0.3103394,0.1471116,0.1491856,0.09338686,0.004438122,-0.04304,0.015565752,-0.001339594,0.0243772,0.3786038,-0.000000020000,0.003890105,0.002957338,0.004894562,0.002343521,0.001358799,0.012103834,0.013932159,0.018990553,0.017077055,0.011270707,0.005677331,11.958237,-0.023916474,-0.026806294,0.04304,0.030602497,-0.030196096,-0.013805236
,,,,,,1300,0.3025884,0.3090088,0.1472254,0.148458,0.09271958,-0.004732574,-0.03439,0.011800194,0.005738763,0.02158778,0.3917642,-0.000000016800,0.001659072,0.000984721,0.001589124,0.002569453,0.002350526,0.013866528,0.008544555,0.011887258,0.01182611,0.014382017,0.006158121,12.017217,-0.020188925,-0.008715498,0.03439,0.009752639,-0.020460644,-0.01199872
151,0.30,0.30,0.10,0.15,0.15,1000,0.3028978,0.3094434,0.0932333,0.1534334,0.1409922,-0.002090646,-0.04124,0.020591958,-0.009337249,0.03207196,0.3927372,0.000000003400,0.00309772,0.002711588,0.001499933,0.001956182,0.003275536,0.01753947,0.013535123,0.010603728,0.015190859,0.012069311,0.009016427,11.886317,0.004041348,-0.070648068,0.04124,0.142239338,-0.101886314,-0.004309875
,,,,,,1100,0.3060608,0.3093054,0.0936455,0.150458,0.1405306,-0.01247818,-0.04053,0.02596786,-0.005265208,0.032310308,0.39182,0.000000000000,0.004619224,0.003458256,0.001753538,0.001725991,0.001839022,0.018831095,0.02015822,0.013956266,0.014382299,0.017004157,0.008398214,11.939672,0,-0.03946226,0.04053,0.087450489,-0.072206342,-0.010998836
,,,,,,1200,0.3047934,0.3092426,0.09372652,0.1510154,0.141222,-0.015649476,-0.03234,0.026080188,-0.006791394,0.02870528,0.3833194,-0.000000022000,0.004999108,0.002759164,0.004389951,0.001814715,0.002714001,0.022867467,0.016092723,0.016169984,0.008460782,0.013499063,0.003999091,11.988641,-0.02637501,-0.010406295,0.03234,0.027699323,-0.029943245,-0.01639043
,,,,,,1300,0.3011692,0.3123132,0.09613118,0.150173,0.1402134,-0.003638379,-0.05184,0.021435164,-0.00599306,0.04003506,0.4237936,0.000000004800,0.002291484,0.002588681,0.002458691,0.002225801,0.00225397,0.014268287,0.014223621,0.012789525,0.009259394,0.01289476,0.006455058,12.042845,0.005780566,-0.02012316,0.05184,0.016646761,-0.020019184,-0.023092049
152,0.30,0.30,0.15,0.10,0.15,1000,0.3136778,0.3088718,0.1354066,0.10335842,0.1386854,-0.06986532,-0.03045,0.07547676,-0.023434978,0.0482694,0.3971426,0.000000022000,0.002768825,0.001028042,0.003897503,0.003019948,0.001143403,0.027250798,0.004677919,0.020681002,0.013629808,0.017027351,0.008114122,11.872341,0.02611915,-0.010371385,0.03045,0.104139375,-0.099253639,-0.017645567
,,,,,,1100,0.3044232,0.3095076,0.143566,0.1008742,0.141629,-0.027998184,-0.03157,0.03533218,-0.008044912,0.03227614,0.3887468,-0.000000030000,0.004085126,0.002483362,0.001621329,0.001041613,0.001786902,0.019135382,0.016827158,0.012889692,0.011322935,0.01013235,0.009100567,11.924026,-0.035772078,-0.020125342,0.03157,0.069751466,-0.063733535,-0.012530771
,,,,,,1200,0.3108692,0.3097394,0.1378958,0.1040322,0.1374634,-0.0429689,-0.03756,0.04765762,-0.013645428,0.04651836,0.4017428,0.000000012000,0.002064735,0.002408758,0.002013001,0.001537831,0.000992173,0.017354311,0.011431689,0.017876637,0.009030978,0.009296088,0.011046874,11.978822,0.014374586,0.00250603,0.03756,0.035858364,-0.043401009,-0.027394221
,,,,,,1300,0.304453,0.3116442,0.143319,0.1008619,0.1397218,-0.004206016,-0.04850,0.017415746,-0.003759034,0.03905344,0.4191324,0.000000016200,0.004295809,0.002521508,0.003793869,0.002608135,0.001808936,0.018375978,0.014051879,0.017482217,0.011077535,0.011961576,0.009080467,12.029953,0.019488524,-0.018054617,0.04850,0.01826072,-0.020610137,-0.023180641
153,0.15,0.15,0.10,0.25,0.35,1000,0.1523932,0.1584674,0.0877482,0.2632162,0.338175,-0.015277912,-0.02720,0.0484553,-0.04806614,0.042086,0.3697278,0.000000028000,0.001273989,0.001349914,0.001542665,0.002988085,0.002756518,0.008435012,0.009580263,0.012645914,0.015345288,0.009596136,0.012009685,12.30238,0.034446664,-0.018298804,0.02720,0.026708802,-0.00327546,-0.029270821
,,,,,,1100,0.1493588,0.1580916,0.09094566,0.263257,0.3383468,0.005986182,-0.03168,0.0339036,-0.05251664,0.04430858,0.4086852,0.000000022000,0.000841868,0.000630592,0.002213599,0.00190762,0.001635454,0.009130844,0.002823104,0.011448379,0.012014879,0.013609255,0.007216691,12.360339,0.027192746,-0.0788732,0.03168,0.125254184,-0.056197693,-0.014402602
,,,,,,1200,0.1503186,0.1579834,0.09143396,0.2612088,0.3390552,0.004979685,-0.02696,0.02785028,-0.03828646,0.03241698,0.4064102,-0.000000026720,0.002275605,0.002435703,0.001389265,0.001698984,0.001601192,0.012777335,0.016099412,0.008157431,0.015950129,0.010252284,0.006812639,12.424886,-0.033199295,-0.049092462,0.02696,0.063199167,-0.023905786,-0.01156777
,,,,,,1300,0.148348,0.158672,0.09174748,0.2623778,0.3388548,0.010444922,-0.03027,0.02754199,-0.04270932,0.03498908,0.4207156,-0.000000028000,0.004586961,0.002786421,0.00251536,0.003742645,0.00413905,0.022415837,0.009890782,0.018886179,0.014390539,0.022937049,0.004894929,12.49358,-0.034982024,-0.033215345,0.03027,0.008951503,0.017782071,-0.018752778
154,0.15,0.10,0.15,0.25,0.35,1000,0.1605946,0.1059126,0.1211968,0.2782852,0.3340108,-0.04103238,-0.01861,0.10764976,-0.10530322,0.05729496,0.4441712,0.000000040000,0.001985193,0.00171692,0.001569789,0.002377559,0.001658403,0.009924832,0.007691887,0.011151499,0.010958728,0.011374666,0.00733224,12.354131,0.049416524,-0.119247002,0.01861,0.251148162,-0.139777328,0.003878652
,,,,,,1100,0.1547014,0.1073172,0.130478,0.270616,0.3368872,-0.018622804,-0.02351,0.0710858,-0.07692232,0.04796806,0.4300968,-0.000000024000,0.001899264,0.002038125,0.003166108,0.001965844,0.001381761,0.014413616,0.011354147,0.015879813,0.012556714,0.012040511,0.00903885,12.408973,-0.029781535,-0.080857422,0.02351,0.146141527,-0.071457002,-0.007150731
,,,,,,1200,0.1547074,0.1052366,0.1352366,0.2668048,0.3380142,-0.01698248,-0.01736,0.06280552,-0.07325006,0.04478352,0.4535848,-0.000000044000,0.003383973,0.001391294,0.004443169,0.004223117,0.003260802,0.005916171,0.008730793,0.021152367,0.021998626,0.011358487,0.018623339,12.478403,-0.054904973,-0.064020834,0.01736,0.104386562,-0.040952182,-0.006498578
,,,,,,1300,0.1527304,0.1063404,0.1367426,0.2678628,0.3363236,-0.008183532,-0.02004,0.04335914,-0.06138254,0.04625052,0.4990408,-0.000000032000,0.001644765,0.001467434,0.002820189,0.001602334,0.003112373,0.018435384,0.008426508,0.016119534,0.010053085,0.02369418,0.021179207,12.54473,-0.040143136,-0.039807606,0.02004,0.033554855,0.008845658,-0.012030752
155,0.10,0.15,0.15,0.25,0.35,1000,0.104102,0.158771,0.127391,0.2720626,0.3376738,-0.012639794,-0.02938,0.07601208,-0.0792924,0.04530418,0.3943258,-0.000000074000,0.003608216,0.001312077,0.001996595,0.002899755,0.003506341,0.012005302,0.011489533,0.003909467,0.023133219,0.017165091,0.007498734,12.383508,-0.091637959,-0.062802718,0.02938,0.092871878,-0.036065495,-0.01651014
,,,,,,1100,0.10100742,0.1578388,0.1351406,0.2667882,0.339225,-0.006947006,-0.02894,0.0607294,-0.06566236,0.040818,0.4126924,-0.000000006000,0.001430456,0.002151086,0.001076166,0.00401764,0.002828717,0.011917916,0.010872194,0.010026647,0.019843332,0.017891227,0.018920651,12.441793,-0.007465076,-0.070916955,0.02894,0.10929615,-0.050475311,-0.008869953
,,,,,,1200,0.10054866,0.1569564,0.1385926,0.2653276,0.3385748,-0.002098218,-0.02332,0.04218754,-0.05220026,0.03542982,0.4246724,-0.000000018000,0.002519842,0.000798802,0.002218665,0.002002288,0.001985867,0.014357709,0.004589019,0.019339552,0.020489874,0.010444396,0.026493983,12.5076,-0.02251368,-0.056295599,0.02332,0.078338194,-0.030126061,-0.007830901
,,,,,,1300,0.10069536,0.1604992,0.1370146,0.2657054,0.3360856,0.00108782,-0.03985,0.0464558,-0.0604403,0.05274546,0.470487,-0.000000020000,0.002971919,0.001398499,0.001726011,0.004168097,0.003547339,0.015276911,0.004145567,0.0127163,0.018168184,0.012860075,0.010823608,12.574983,-0.025149966,-0.039884634,0.03985,0.015722721,0.017968633,-0.025081645
156,0.15,0.15,0.35,0.25,0.10,1000,0.197582,0.165494,0.228812,0.3332682,0.07484398,-0.1988906,-0.06853,0.523357,-0.3562018,0.10026758,0.4637338,-0.000000080000,0.00198668,0.00201398,0.002847448,0.002717361,0.001505924,0.016050449,0.008468728,0.017889991,0.012189902,0.011251537,0.009340655,12.233378,-0.097867024,0.005315672,0.06853,-0.090024398,0.060209586,-0.026386104
,,,,,,1100,0.1912506,0.1623238,0.248707,0.3211502,0.07656842,-0.1871136,-0.05100,0.4510088,-0.3087566,0.09586408,0.4717336,0.000000360000,0.00274165,0.001023813,0.002827451,0.002110282,0.001657182,0.009987584,0.004972825,0.019328201,0.014461558,0.004761407,0.007565527,12.277766,0.441999576,0.035920469,0.05100,-0.120859973,0.083245106,-0.033828637
,,,,,,1200,0.1723668,0.1593694,0.2951088,0.2898654,0.0832898,-0.11341908,-0.04332,0.2843294,-0.2007082,0.07312232,0.4439942,0.000000440000,0.005246629,0.001749775,0.005433215,0.002500011,0.002436209,0.016641169,0.009119706,0.018377813,0.010849899,0.012804896,0.011400633,12.320694,0.542110536,0.039915616,0.04332,-0.132617122,0.097079595,-0.038382064
,,,,,,1300,0.1588704,0.1570454,0.326942,0.2685462,0.08859632,-0.03575524,-0.02524,0.09437224,-0.07410046,0.0407196,0.3979366,-0.000000158000,0.001794488,0.002340702,0.004053919,0.00326703,0.001663174,0.009686553,0.013101587,0.0215154,0.018819046,0.005407832,0.012639444,12.367258,-0.195402676,0.020319655,0.02524,-0.069634078,0.057202809,-0.029713357
157,0.15,0.10,0.35,0.25,0.15,1000,0.2092432,0.1124266,0.2041084,0.3538652,0.1203568,-0.250944,-0.05289,0.6237988,-0.4378514,0.1178846,0.4891524,-0.000000140000,0.001763425,0.002229218,0.003280838,0.001756893,0.001681037,0.009254657,0.00926264,0.018811409,0.017319603,0.00951328,0.01304467,12.307382,-0.172303348,0.014106615,0.05289,-0.093619807,0.075707279,-0.027491201
,,,,,,1100,0.1977006,0.1102612,0.2338306,0.3356152,0.1225924,-0.1779548,-0.03514,0.4349684,-0.3266026,0.10472396,0.4542026,-0.000000180000,0.00254453,0.002237021,0.004017967,0.002651655,0.002735915,0.012606011,0.007262948,0.016069197,0.012172614,0.015651062,0.008487973,12.354275,-0.22237695,0.048535171,0.03514,-0.152364697,0.133567284,-0.051622315
,,,,,,1200,0.185689,0.107971,0.2653414,0.3136902,0.1273082,-0.1482268,-0.03017,0.3515552,-0.2655276,0.09237008,0.495308,-0.000000160000,0.003163048,0.001417328,0.004302858,0.004349478,0.003348191,0.023701504,0.008574827,0.026007296,0.018024231,0.023571299,0.01286132,12.39643,-0.19834288,0.034595944,0.03017,-0.11701937,0.10532553,-0.038664243
,,,,,,1300,0.170302,0.1075604,0.3027896,0.2871404,0.1322074,-0.08590194,-0.02591,0.206385,-0.1611016,0.0665293,0.4239782,-0.000000240000,0.002140355,0.002480256,0.006015758,0.004033518,0.002099611,0.011033131,0.007934346,0.035947618,0.02405967,0.011417377,0.003721275,12.449475,-0.2987874,0.06208096,0.02591,-0.16820781,0.135024285,-0.049543905
158,0.10,0.15,0.35,0.25,0.15,1000,0.1283662,0.1617016,0.261424,0.3233312,0.1251772,-0.1255404,-0.04982,0.4022148,-0.3317258,0.10487208,0.4534984,0.000000220000,0.001782894,0.000838794,0.003635275,0.003217373,0.001656971,0.01299253,0.006984835,0.030503584,0.027887005,0.014447527,0.013446308,12.327562,0.271206364,-0.050613877,0.04982,-0.007879686,0.062371214,-0.037639519
,,,,,,1100,0.1227374,0.1621496,0.2772482,0.3089362,0.1289284,-0.09586174,-0.04667,0.311501,-0.2491152,0.08014506,0.4463558,-0.000000200000,0.002522745,0.002052073,0.006108681,0.004435664,0.001224012,0.012600243,0.004251238,0.021085764,0.015306775,0.006547886,0.011310858,12.370822,-0.24741644,-0.023812164,0.04667,-0.050178289,0.07061608,-0.031042144
,,,,,,1200,0.1168192,0.1603258,0.2935304,0.2992522,0.1300726,-0.0663753,-0.03847,0.2284292,-0.1982796,0.07469118,0.4457582,-0.000000160000,0.001159116,0.002088985,0.004570875,0.003366473,0.001117523,0.004613696,0.002672175,0.02747115,0.021533966,0.007652581,0.018284646,12.426859,-0.198829744,-0.008507612,0.03847,-0.07386972,0.092706185,-0.039298949
,,,,,,1300,0.1133684,0.1609418,0.3047948,0.2879504,0.1329446,-0.05351268,-0.04322,0.1911398,-0.1599494,0.06554088,0.4381668,0.000000340000,0.004354331,0.002287373,0.004565215,0.003402512,0.003946292,0.021706044,0.006688517,0.022451425,0.01390445,0.017110236,0.00912808,12.479702,0.424309868,0.02512297,0.04322,-0.145640441,0.128870603,-0.045297783
159,0.15,0.35,0.10,0.25,0.15,1000,0.1522458,0.3585696,0.09073918,0.2583044,0.1401408,-0.00201341,-0.03451,0.03016792,-0.0227694,0.02912296,0.3669344,-0.000000030000,0.002305482,0.002031479,0.000970782,0.002674164,0.001868628,0.021520409,0.007123837,0.009295399,0.012490129,0.013287298,0.008847829,12.034868,-0.036104604,-0.026808939,0.03451,0.03435316,-0.021302376,-0.018122374
,,,,,,1100,0.1517898,0.3590512,0.08972372,0.2603472,0.139088,0.000762722,-0.03205,0.031907,-0.03758288,0.03696068,0.3743076,0.000000042000,0.002492935,0.001936528,0.000932634,0.002755764,0.002427873,0.015074882,0.006492294,0.0046529,0.011059288,0.015609191,0.005804909,12.087556,0.050767735,-0.030952761,0.03205,0.03401667,-0.007446949,-0.024573527
,,,,,,1200,0.1534798,0.358615,0.08979174,0.2581928,0.1399206,-0.011431436,-0.03296,0.04043352,-0.030454912,0.03441064,0.4067418,0.000000011600,0.002093404,0.00174998,0.003532525,0.004537398,0.002395274,0.018345123,0.009084719,0.017798253,0.023965497,0.012404401,0.010344041,12.14724,0.014090798,-0.032940651,0.03296,0.05115115,-0.032102923,-0.013438871
,,,,,,1300,0.1527444,0.3587844,0.09345758,0.255022,0.1399918,-0.011928898,-0.02645,0.023096868,-0.0180673,0.0333445,0.3686818,-0.000000010000,0.001342734,0.001079056,0.002778152,0.003585069,0.001003606,0.010645511,0.005452389,0.01724403,0.019973596,0.009580829,0.017000951,12.198904,-0.012198904,0.005913358,0.02645,-0.013455938,0.011481966,-0.029055159
160,0.15,0.35,0.15,0.25,0.10,1000,0.1606554,0.3579968,0.125648,0.2706198,0.08508004,-0.04194232,-0.03126,0.10926118,-0.09252478,0.0564631,0.382594,0.000000034000,0.004608936,0.003292281,0.001629061,0.001528873,0.000951318,0.016724984,0.017548617,0.022189292,0.013176266,0.008006103,0.007369816,12.009106,0.04083096,-0.013532668,0.03126,0.014923916,0.007698895,-0.035290038
,,,,,,1100,0.157567,0.3569494,0.137457,0.2577628,0.09026358,-0.02521438,-0.02699,0.05008314,-0.03648108,0.03860214,0.3830838,-0.000000040000,0.001781277,0.001913171,0.003615628,0.003489659,0.001969321,0.011556679,0.01153842,0.011535207,0.016896727,0.016332821,0.019212973,12.064517,-0.048258068,-0.0158757,0.02699,0.039642111,-0.02480666,-0.021742636
,,,,,,1200,0.1552942,0.3573896,0.1389546,0.2573016,0.09106012,-0.017762316,-0.02781,0.03674598,-0.021258216,0.03008186,0.3970766,-0.000000012400,0.002355971,0.003161853,0.002744275,0.001834452,0.001699392,0.015712225,0.017105609,0.007502649,0.013229169,0.006790012,0.004444339,12.115208,-0.015022858,-0.019051585,0.02781,0.039238477,-0.030643736,-0.012682349
,,,,,,1300,0.1537328,0.3584256,0.1416134,0.255238,0.09099014,-0.014361316,-0.02802,0.025678524,-0.016042742,0.0327421,0.4086756,0.000000006000,0.003156152,0.003307505,0.003294661,0.003706142,0.004256788,0.011226368,0.019051755,0.019570891,0.016828499,0.024988058,0.006164256,12.175883,0.00730553,-0.004532227,0.02802,0.004601606,-0.004640407,-0.019270182
161,0.10,0.35,0.15,0.25,0.15,1000,0.1078868,0.3605854,0.1224962,0.273234,0.1357974,-0.026390272,-0.03905,0.09740602,-0.07920428,0.04724298,0.380683,0.000000128000,0.003034394,0.00256132,0.004739694,0.006146425,0.004486024,0.010017591,0.007247276,0.008211862,0.017597,0.013511177,0.009115432,12.103584,0.154925875,-0.025832194,0.03905,0.019498051,-0.000648228,-0.027311303
